Pathway name	RSPSS4	RSBA7	RSMOLK2	RSRUN2340	RSCFB2957	RSBDBR229	RSGMI1000	RSK60	RSPSI07	RSR24	RSUW551
plant_cell_wall_degradation	[]	[R_PPLCc180, R_PPLCc181, R_PPLCc140, R_PPLCc141, R_PPLCc160, R_PPLCc161, R_PPLCc120]	[R_PPLDc180, R_PPLDc181, R_PPLDc160, R_PPLDc161, R_PPLDc140, R_PPLDc141, R_PPLDc120]	[R_PPLCc180, R_PPLCc181, R_PPLCc140, R_PPLCc141, R_PPLCc160, R_PPLCc161, R_PPLDc141, R_PPLDc120, R_PPLDc180, R_PPLDc181, R_PPLDc160, R_PPLDc161, R_PPLDc140, R_PPLCc120]	[R_PPLCc180, R_PPLCc181, R_PPLCc140, R_PPLCc141, R_PPLCc160, R_PPLCc161, R_PPLCc120]	[R_PPLDc180, R_PPLDc181, R_PPLDc160, R_PPLDc161, R_PPLDc140, R_PPLDc141, R_PPLDc120]	[]	[R_PPLCc180, R_PPLCc181, R_PPLCc140, R_PPLCc141, R_PPLCc160, R_PPLCc161, R_PPLCc120]	[]	[R_PPLDc180, R_PPLDc181, R_PPLDc160, R_PPLDc161, R_PPLDc140, R_EXOGLAS, R_PPLDc141, R_PPLDc120]	[R_PPLDc180, R_PPLDc181, R_PPLDc160, R_PPLDc161, R_PPLDc140, R_PPLDc141, R_PPLDc120]
polyamine_biosynthesis	[]	[]	[]	[]	[]	[R_ADMDC]	[]	[]	[]	[]	[]
polyhydroxybutanoate_metabolism	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
porphyrin_and_chlorophyll_metabolism	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
ppgpp_biosynthesis	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
proline_biosynthesis	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
proline_degradation	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
propanoate_metabolism	[R_PPAKr, R_PTA2]	[R_PCNO]	[R_PCNO]	[R_PPAKr, R_PCNO, R_PTA2]	[R_PCNO]	[R_PCNO]	[R_PPAKr, R_PCNO, R_PTA2]	[R_PCNO]	[R_PCNO]	[R_PCNO]	[R_PCNO]
propanoate_metabolism	[R_PPAKr, R_PTA2]	[R_PCNO]	[R_PCNO]	[R_PPAKr, R_PCNO, R_PTA2]	[R_PCNO]	[R_PCNO]	[R_PPAKr, R_PCNO, R_PTA2]	[R_PCNO]	[R_PCNO]	[R_PCNO]	[R_PCNO]
protein_degradation	[]	[]	[]	[R_ASPPROAS]	[]	[]	[]	[R_ASPPROAS]	[]	[R_ASPPROAS]	[R_ASPPROAS]
protein_modification	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
purine_biosynthesis	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
purine_metabolism	[R_ATPADT, R_AADT2]	[R_ATPADT, R_AADT2]	[R_ATPADT, R_AADT2]	[R_ATPADT, R_AADT2]	[R_ATPADT, R_AADT2]	[]	[R_ATPADT, R_AADT2]	[R_ATPADT, R_AADT2]	[]	[]	[R_ATPADT, R_AADT2]
purine_metabolism_pyrimidine_metabolism	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
purine_salvage_pathway	[]	[]	[R_CYTDH, R_URIH]	[R_CYTDH, R_URIH]	[]	[]	[]	[R_CYTDH, R_23PDE9pp, R_23PDE7pp, R_3NTD9pp, R_URIH, R_3NTD7pp]	[]	[]	[R_CYTDH, R_URIH]
putrescine_degradation	[]	[]	[]	[R_PTRCTA]	[]	[R_PTRCTA]	[]	[]	[]	[]	[]
pyoverdin_biosynthesis	[]	[R_ORN5MOO]	[R_ORN5MOO]	[R_ORN5MOO]	[R_ORN5MOO]	[R_ORN5MOO]	[]	[R_ORN5MOO]	[R_ORN5MOO]	[R_ORN5MOO]	[R_ORN5MOO]
pyridoxal_5_phosphate_biosynthesis	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
pyridoxal_5_phosphate_salvage	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
pyrimidine_biosynthesis	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
pyrimidine_metabolism	[R_BUDPP1, R_BUPN]	[]	[]	[]	[]	[]	[R_BUDPP1, R_BUPN]	[]	[]	[]	[]
pyrimidine_salvage_pathway	[]	[]	[R_GNNUC, R_ADNUC, R_INSH, R_XTSNH]	[R_GNNUC, R_ADNUC, R_INSH, R_XTSNH]	[]	[R_TMDPP, R_PYNP1, R_PYNP2r, R_DURIPP]	[]	[R_GNNUC, R_ADNUC, R_23PDE4pp, R_3NTD2pp, R_23PDE2pp, R_INSH, R_3NTD4pp, R_XTSNH]	[R_TMDPP, R_PYNP1, R_PYNP2r, R_DURIPP]	[R_TMDPP, R_PYNP1, R_PYNP2r, R_DURIPP]	[R_GNNUC, R_ADNUC, R_INSH, R_XTSNH]
pyruvate_metabolism	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
pyruvate_metabolism	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
pyruvate_metabolism	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
pyruvate_metabolism	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
queuosine_biosynthesis	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
quinate_degradation	[]	[]	[]	[R_QUINDH]	[]	[]	[]	[R_QUINDH]	[]	[]	[]
quorum_sensing	[]	[R_AHLACYC10, R_AHLACYC8, R_AHLACY3OC8, R_AHLACYC7]	[R_C8HSLS, R_C6HSLS]	[]	[R_AHLACYC10, R_AHLACYC8, R_AHLACY3OC8, R_AHLACYC7]	[R_AHLACYC10, R_AHLACYC8, R_AHLACY3OC8, R_AHLACYC7]	[]	[]	[R_AHLACYC10, R_AHLACYC8, R_AHLACY3OC8, R_AHLACYC7]	[R_AHLACYC10, R_AHLACYC8, R_AHLACY3OC8, R_AHLACYC7]	[]
ralfuranone_biosynthesis	[]	[R_aratyr3, R_PHEAT1, R_RFURAST]	[R_aratyr3, R_PHEAT1, R_RFURAST]	[R_aratyr3, R_PHEAT1, R_RFURAST]	[R_aratyr3, R_PHEAT1, R_RFURAST]	[R_aratyr3, R_PHEAT1, R_RFURAST]	[]	[R_aratyr3, R_PHEAT1]	[R_aratyr3, R_PHEAT1, R_RFURAST]	[R_aratyr3, R_PHEAT1, R_RFURAST]	[R_aratyr3, R_PHEAT1, R_RFURAST]
rivoflavin_metabolism	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
rna_modification	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
ros_salvage_pathways	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
ros_toxicity	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
s_adenosyl_l_methionine_cycle	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
s_alternate_carbon_and_nitrogen_source_amines_and_polyamines_metabolism	[]	[R_DMGDH2, R_GBDM]	[R_DMGDH2, R_GBDM]	[R_DMGDH2, R_GBDM]	[R_DMGDH2, R_GBDM]	[R_DMGDH2, R_GBDM]	[]	[R_DMGDH2, R_GBDM]	[R_DMGDH2, R_GBDM]	[R_DMGDH2, R_GBDM]	[R_DMGDH2, R_GBDM]
s_alternate_carbon_and_nitrogen_source_nucleotide_metabolism	[R_DURAD, R_DURAD2, R_DHPM1, R_DHPM2]	[R_DURAD, R_DURAD2, R_DHPM1, R_DHPM2]	[R_DURAD, R_DURAD2, R_DHPM1, R_DHPM2]	[R_DURAD, R_DURAD2, R_DHPM1, R_DHPM2]	[R_DURAD, R_DURAD2, R_DHPM1, R_DHPM2]	[]	[R_DURAD, R_DURAD2, R_DHPM1, R_DHPM2]	[R_DURAD, R_DURAD2, R_DHPM1, R_DHPM2]	[]	[]	[R_DURAD, R_DURAD2, R_DHPM1, R_DHPM2]
s_alternate_carbon_butanediol_metabolism	[R_ACTD2]	[R_ACTD2]	[R_ACTD2]	[R_ACTD2]	[R_ACTD2]	[R_ACTD2]	[R_ACTD2]	[R_ACTD2]	[R_ACTD2]	[]	[R_ACTD2]
s_alternate_carbon_levulinate_metabolism	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
s_aromatic_compounds_degradation_nicotinic_acid_pathway	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
s_aromatic_compounds_degradation_phenylacetyl_coa_catabolom	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
s_cell_envelope_biosynthesis_lipid_a_biosynthesis	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
s_cell_envelope_biosynthesis_o_antigen_biosynthesis	[R_RHMNT2]	[R_RHMNT2]	[R_RHMNT2]	[R_RHMNT2]	[R_RHMNT2]	[R_RHMNT2]	[R_RHMNT2]	[R_RHMNT2]	[]	[R_RHMNT2]	[R_RHMNT2]
s_cell_wall	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
s_cofactor_and_prosthetic_group_biosynthesis_molybdopterin_biosynthesis	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
s_cofactor_and_prosthetic_group_biosynthesis_queuosine_biosynthesis	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
s_histidine_metabolism	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
s_iron_uptake_and_metabolism	[R_FE3DCITabcpp, R_MCBTFabcpp, R_CMCBTFabcpp, R_ARBTNabcpp, R_FEOXAMabcpp, R_FE3DCIT2abcpp]	[R_FE3DCITabcpp, R_MCBTFabcpp, R_CMCBTFabcpp, R_ARBTNabcpp, R_FEOXAMabcpp, R_FE3DCIT2abcpp]	[]	[R_FE3DCITabcpp, R_MCBTFabcpp, R_CMCBTFabcpp, R_ARBTNabcpp, R_FEOXAMabcpp, R_FE3DCIT2abcpp]	[R_FE3DCITabcpp, R_MCBTFabcpp, R_CMCBTFabcpp, R_ARBTNabcpp, R_FEOXAMabcpp, R_FE3DCIT2abcpp]	[]	[R_FE3DCITabcpp, R_MCBTFabcpp, R_CMCBTFabcpp, R_ARBTNabcpp, R_FEOXAMabcpp, R_FE3DCIT2abcpp]	[R_FE3DCITabcpp, R_MCBTFabcpp, R_CMCBTFabcpp, R_ARBTNabcpp, R_FEOXAMabcpp, R_FE3DCIT2abcpp]	[]	[]	[]
s_other_function	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
s_phosphonate_and_phosphinate_metabolism	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
s_purine_metabolism	[]	[]	[]	[]	[]	[R_GUACYC]	[]	[]	[]	[]	[]
s_transport_abc_system	[R_MALt2r, R_FUMt2r, R_SHEME2abcpp, R_SUCCt2r, R_AKGt2r, R_AEPabcpp]	[R_MALt2r, R_FUMt2r, R_SHEME2abcpp, R_SUCCt2r, R_AKGt2r, R_AEPabcpp]	[R_MALt2r, R_UREAabcpp, R_FUMt2r, R_SUCCt2r, R_AKGt2r]	[R_MALt2r, R_FUMt2r, R_SHEME2abcpp, R_SUCCt2r, R_AKGt2r, R_AEPabcpp]	[R_MALt2r, R_FUMt2r, R_SHEME2abcpp, R_SUCCt2r, R_AKGt2r, R_AEPabcpp]	[R_AEPabcpp]	[R_MALt2r, R_FUMt2r, R_SHEME2abcpp, R_SUCCt2r, R_AKGt2r, R_AEPabcpp]	[R_MALt2r, R_FUMt2r, R_SHEME2abcpp, R_SUCCt2r, R_AKGt2r, R_AEPabcpp]	[]	[R_AEPabcpp]	[R_MALt2r, R_FUMt2r, R_SUCCt2r, R_AKGt2r]
s_transport_outer_membrane	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
s_transport_solvent_extrusion	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
s_xenobiotic_tolerance	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
salicylate_biosynthesis	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
salicylate_degradation	[]	[]	[]	[]	[R_SAL5HL]	[]	[]	[R_SAL5HL]	[]	[R_SAL5HL]	[]
sarcosine_degradation	[]	[R_SARCOX]	[R_SARCOX]	[]	[R_SARCOX]	[R_SARCOX]	[]	[R_SARCOX]	[R_SARCOX]	[]	[R_SARCOX]
selenoamino_acid_metabolism	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
signal_transduction	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
sink	[]	[R_DM_1cu2s_CopA]	[R_DM_1cu2s_CopA]	[]	[R_DM_1cu2s_CopA]	[R_DM_1cu2s_CopA]	[]	[R_DM_1cu2s_CopA]	[]	[]	[R_DM_1cu2s_CopA]
sink	[]	[R_DM_1cu2s_CopA]	[R_DM_1cu2s_CopA]	[]	[R_DM_1cu2s_CopA]	[R_DM_1cu2s_CopA]	[]	[R_DM_1cu2s_CopA]	[]	[]	[R_DM_1cu2s_CopA]
sorbitol_biosynthesis	[]	[]	[]	[R_GLTN2pp]	[]	[R_GLTN2pp]	[]	[]	[R_GLTN2pp]	[R_GLTN2pp]	[R_GLTN2pp]
sorbitol_degradation	[]	[]	[R_SBTD_D2]	[]	[]	[R_SBTD_D2]	[]	[R_SBTD_D2]	[]	[]	[]
styrene_degradation	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
sucrose_degradation	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
sulfur_assimilation	[]	[R_FDMO2, R_FDMO4, R_FDMO3, R_FDMO, R_FDMO6, R_FDMO5]	[]	[]	[R_FDMO2, R_FDMO4, R_FDMO3, R_FDMO, R_FDMO6, R_FDMO5]	[]	[]	[]	[]	[]	[]
sulfur_metabolism	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
tagatose_degradation	[]	[R_TGBPA]	[R_TGBPA]	[R_TGBPA]	[R_TGBPA]	[R_TGBPA]	[]	[R_TGBPA]	[R_TGBPA]	[R_TGBPA]	[R_TGBPA]
tartrate_degradation	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
taurine_degradation	[]	[R_TAUDO]	[]	[]	[R_TAUDO]	[R_TAUDO]	[]	[]	[]	[]	[]
thiamin_biosynthesis	[]	[]	[]	[]	[]	[R_AHMMPS]	[]	[]	[]	[]	[]
thiamine_metabolism	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
threonine_and_lysine_biosynthesis	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
threonine_biosynthesis	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
threonine_degradation	[]	[]	[R_THRD]	[]	[]	[R_THRD, R_GLYAT]	[]	[R_THRD]	[R_GLYAT]	[R_GLYAT]	[]
toluene_and_xylene_degradation	[R_MCCIS1, R_CATCHDG1]	[]	[]	[R_MCCIS1, R_CATCHDG1]	[]	[]	[R_MCCIS1, R_CATCHDG1]	[]	[]	[R_MCCIS1, R_CATCHDG1]	[]
toluene_and_xylene_degradation	[R_MCCIS1, R_CATCHDG1]	[]	[]	[R_MCCIS1, R_CATCHDG1]	[]	[]	[R_MCCIS1, R_CATCHDG1]	[]	[]	[R_MCCIS1, R_CATCHDG1]	[]
translation	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
transport_antibiotic_compound	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
transport_carbon_substrate	[]	[R_HCINNMt2rpp, R_HPPPNt2rpp]	[]	[]	[R_UHBZ1t_pp, R_HCINNMt2rpp, R_HPPPNt2rpp]	[R_TRPt2rpp, R_TYRt2rpp, R_PHEt2rpp]	[]	[R_UHBZ1t_pp, R_HCINNMt2rpp, R_HPPPNt2rpp]	[R_TRPt2rpp, R_TYRt2rpp, R_PHEt2rpp]	[R_HCINNMt2rpp, R_HPPPNt2rpp]	[]
transport_cofactor_substrate	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
transport_extracellular	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
transport_inner_membrane	[R_DSERt2pp, R_CPGNabcpp, R_GLYBt3pp, R_CHLt3pp, R_ASNt2rpp, R_BALAt2pp, R_ARBTNabcpp, R_ALAt2pp]	[R_CPGNabcpp, R_GLYBt3pp, R_CHLt3pp, R_ARBTNabcpp]	[R_INSt3pp, R_CPGNabcpp, R_GLYBt3pp, R_CHLt3pp, R_GSNt3pp]	[R_INSt3pp, R_CPGNabcpp, R_GLYBt3pp, R_CHLt3pp, R_ARBTNabcpp, R_GSNt3pp]	[R_CPGNabcpp, R_GLYBt3pp, R_CHLt3pp, R_ARBTNabcpp]	[R_DSERt2pp, R_CPGNabcpp, R_TRPt2rpp, R_GLYBt3pp, R_TYRt2rpp, R_PHEt2rpp, R_CHLt3pp, R_ASNt2rpp, R_BALAt2pp, R_ALAt2pp]	[R_DSERt2pp, R_CPGNabcpp, R_GLYBt3pp, R_CHLt3pp, R_ASNt2rpp, R_BALAt2pp, R_ARBTNabcpp, R_ALAt2pp]	[R_INSt3pp, R_CPGNabcpp, R_GLYBt3pp, R_CHLt3pp, R_ARBTNabcpp, R_GSNt3pp]	[R_DSERt2pp, R_CPGNabcpp, R_TRPt2rpp, R_TYRt2rpp, R_PHEt2rpp, R_ASNt2rpp, R_BALAt2pp, R_ALAt2pp]	[R_INSt3pp, R_GLYBt3pp, R_CHLt3pp, R_GSNt3pp]	[R_INSt3pp, R_CPGNabcpp, R_GLYBt3pp, R_CHLt3pp, R_GSNt3pp]
transport_inner_membrane	[R_DSERt2pp, R_CPGNabcpp, R_GLYBt3pp, R_CHLt3pp, R_ASNt2rpp, R_BALAt2pp, R_ARBTNabcpp, R_ALAt2pp]	[R_CPGNabcpp, R_GLYBt3pp, R_CHLt3pp, R_ARBTNabcpp]	[R_INSt3pp, R_CPGNabcpp, R_GLYBt3pp, R_CHLt3pp, R_GSNt3pp]	[R_INSt3pp, R_CPGNabcpp, R_GLYBt3pp, R_CHLt3pp, R_ARBTNabcpp, R_GSNt3pp]	[R_CPGNabcpp, R_GLYBt3pp, R_CHLt3pp, R_ARBTNabcpp]	[R_DSERt2pp, R_CPGNabcpp, R_TRPt2rpp, R_GLYBt3pp, R_TYRt2rpp, R_PHEt2rpp, R_CHLt3pp, R_ASNt2rpp, R_BALAt2pp, R_ALAt2pp]	[R_DSERt2pp, R_CPGNabcpp, R_GLYBt3pp, R_CHLt3pp, R_ASNt2rpp, R_BALAt2pp, R_ARBTNabcpp, R_ALAt2pp]	[R_INSt3pp, R_CPGNabcpp, R_GLYBt3pp, R_CHLt3pp, R_ARBTNabcpp, R_GSNt3pp]	[R_DSERt2pp, R_CPGNabcpp, R_TRPt2rpp, R_TYRt2rpp, R_PHEt2rpp, R_ASNt2rpp, R_BALAt2pp, R_ALAt2pp]	[R_INSt3pp, R_GLYBt3pp, R_CHLt3pp, R_GSNt3pp]	[R_INSt3pp, R_CPGNabcpp, R_GLYBt3pp, R_CHLt3pp, R_GSNt3pp]
transport_inner_membrane	[R_DSERt2pp, R_CPGNabcpp, R_GLYBt3pp, R_CHLt3pp, R_ASNt2rpp, R_BALAt2pp, R_ARBTNabcpp, R_ALAt2pp]	[R_CPGNabcpp, R_GLYBt3pp, R_CHLt3pp, R_ARBTNabcpp]	[R_INSt3pp, R_CPGNabcpp, R_GLYBt3pp, R_CHLt3pp, R_GSNt3pp]	[R_INSt3pp, R_CPGNabcpp, R_GLYBt3pp, R_CHLt3pp, R_ARBTNabcpp, R_GSNt3pp]	[R_CPGNabcpp, R_GLYBt3pp, R_CHLt3pp, R_ARBTNabcpp]	[R_DSERt2pp, R_CPGNabcpp, R_TRPt2rpp, R_GLYBt3pp, R_TYRt2rpp, R_PHEt2rpp, R_CHLt3pp, R_ASNt2rpp, R_BALAt2pp, R_ALAt2pp]	[R_DSERt2pp, R_CPGNabcpp, R_GLYBt3pp, R_CHLt3pp, R_ASNt2rpp, R_BALAt2pp, R_ARBTNabcpp, R_ALAt2pp]	[R_INSt3pp, R_CPGNabcpp, R_GLYBt3pp, R_CHLt3pp, R_ARBTNabcpp, R_GSNt3pp]	[R_DSERt2pp, R_CPGNabcpp, R_TRPt2rpp, R_TYRt2rpp, R_PHEt2rpp, R_ASNt2rpp, R_BALAt2pp, R_ALAt2pp]	[R_INSt3pp, R_GLYBt3pp, R_CHLt3pp, R_GSNt3pp]	[R_INSt3pp, R_CPGNabcpp, R_GLYBt3pp, R_CHLt3pp, R_GSNt3pp]
transport_ion_substrate	[]	[]	[]	[]	[]	[R_NO2t2rpp, R_ZN2abcpp, R_CUt3pp, R_COBALT2abcpp, R_CD2abcpp, R_AGt3pp, R_CU2abcpp, R_NAt3pp, R_NO3t7pp, R_HG2abcpp, R_NI2abcpp]	[]	[]	[]	[R_NO2t2rpp, R_MCCDNtonex, R_MCCDNabcpp, R_NO3t7pp]	[]
transport_macromolecule_eps	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
transport_nitrogen_substrate	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
transport_osmoprotectant	[]	[R_CRNDabcpp, R_CTBTabcpp, R_CRNabcpp]	[R_CRNDabcpp, R_CTBTabcpp, R_CRNabcpp]	[R_CRNDabcpp, R_CTBTabcpp, R_CRNabcpp]	[R_CRNDabcpp, R_CTBTabcpp, R_CRNabcpp]	[R_CRNDabcpp, R_CTBTabcpp, R_CRNabcpp]	[]	[R_CRNDabcpp, R_CTBTabcpp, R_CRNabcpp]	[R_CRNDabcpp, R_CTBTabcpp, R_CRNabcpp]	[R_CRNDabcpp, R_CTBTabcpp, R_CRNabcpp]	[R_CRNDabcpp, R_CTBTabcpp, R_CRNabcpp]
transport_outer_membrane	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
transport_outer_membrane_porin	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
transport_phytohormone	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
transport_polyamine_substrate	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
transport_quorum_sensing	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
transport_ros	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
transport_secondary_metabolites	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
trehalose_biosynthesis	[]	[]	[]	[]	[]	[R_MOTS, R_MOTH]	[]	[]	[]	[R_MOTS, R_MTI, R_MOTH]	[]
trehalose_degradation	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[R_TREHpp]
trinitrotoluene_degradation	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
trna_modification	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
tryptophan_biosynthesis	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
tryptophan_degradation	[]	[R_LAAO6ex]	[]	[]	[]	[]	[]	[]	[]	[]	[]
tryptophan_metabolism	[]	[R_BKAR2]	[R_BKAR2]	[R_BKAR2]	[R_BKAR2]	[R_BKAR2]	[R_BKAR2]	[R_BKAR2]	[R_BKAR2]	[R_BKAR2]	[R_BKAR2]
tyrosine_biosynthesis	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
tyrosine_degradation	[]	[R_TYRODC]	[]	[]	[]	[]	[]	[]	[]	[]	[]
tyrosine_metabolism	[]	[]	[R_ACDH2, R_ACDH3]	[]	[]	[]	[]	[]	[]	[]	[]
tyrosine_tryptophan_and_phenylalanine_metabolism	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
ubiquinone_biosynthesis	[R_SPMSy]	[R_SPMSy]	[R_SPMSy]	[R_SPMSy]	[R_SPMSy]	[R_SPMSy]	[R_SPMSy]	[R_SPMSy]	[R_SPMSy]	[]	[R_SPMSy]
ubiquinone_biosynthesis	[R_SPMSy]	[R_SPMSy]	[R_SPMSy]	[R_SPMSy]	[R_SPMSy]	[R_SPMSy]	[R_SPMSy]	[R_SPMSy]	[R_SPMSy]	[]	[R_SPMSy]
ubiquinone_metabolism	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
udp_d_xylose_and_udp_d_glucuronate_biosynthesis	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
udp_glucose_biosynthesis	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
udp_n_acetyl_d_glucosamine_biosynthesis	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
unassigned	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
unassigned	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
urea_cycle_and_metabolism_of_amino_groups	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
urea_degradation	[]	[]	[R_UREA]	[]	[]	[]	[]	[]	[]	[]	[]
valine_biosynthesis	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
valine_degradation	[]	[]	[]	[]	[]	[R_HIBDkt]	[]	[]	[]	[R_3HBCOAHL]	[]
valine_leucine_and_isoleucine_degradation	[R_MME]	[R_MME]	[R_MME]	[R_MME]	[R_MME]	[R_MME]	[R_MME]	[R_MME]	[R_MME]	[R_MME]	[]
vanillin_and_vanillate_degradation	[]	[]	[]	[]	[]	[R_VNTDM, R_VNDH]	[]	[R_VNTDM, R_VNDH]	[]	[]	[]
vitamine_b6_metabolism	[R_PDX5PSa]	[]	[]	[R_PDX5PSa]	[]	[R_PDX5PSa]	[R_PDX5PSa]	[R_PDX5PSa]	[R_PDX5PSa]	[R_PDX5PSa]	[]
water_dissociation	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
xylose_metabolism	[]	[R_XYLK]	[R_XYLK]	[R_XYLK]	[R_XYLK]	[R_XYLK]	[]	[R_XYLK]	[R_XYLK]	[R_XYLK]	[R_XYLK]
