ids	RSBA7	RSBDBR229	RSCFB2957	RSGMI1000	RSK60	RSMOLK2	RSPSI07	RSPSS4	RSR24	RSRUN2340	RSUW551
M_acrylade_c	1	1	1	1	1	1	1	1	1	1	1
M_acser_c	1	1	1	1	1	1	1	1	1	1	1
M_acser_e	1	1	1	1	1	1	1	1	1	1	1
M_acser_p	1	1	1	1	1	1	1	1	1	1	1
M_actACP_c	1	1	1	1	1	1	1	1	1	1	1
M_actn__R_c	1	1	1	1	1	1	1	1	1	1	1
M_actn__R_e	1	1	1	1	1	1	1	1	1	1	1
M_actp_c	1	1	1	1	1	1	1	1	1	1	1
M_acybut_c	1	1	1	1	1	1	1	1	1	1	1
M_adcobdam_c	1	1	1	1	1	1	1	1	1	1	1
M_adcobhex_c	1	1	1	1	1	1	1	1	1	1	1
M_ade_c	1	1	1	1	1	1	1	1	1	1	1
M_ade_e	1	1	1	1	1	1	1	1	1	1	1
M_ade_p	1	1	1	1	1	1	1	1	1	1	1
M_adip_c	1	1	1	1	1	1	1	1	1	1	1
M_adipcoa_c	1	1	1	1	1	1	1	1	1	1	1
M_adn_c	1	1	1	1	1	1	1	1	1	1	1
M_adn_e	1	1	1	1	1	1	1	1	1	1	1
M_adn_p	1	1	1	1	1	1	1	1	1	1	1
M_adocbi_c	1	1	1	1	1	1	1	1	1	1	1
M_adocbip_c	1	1	1	1	1	1	1	1	1	1	1
M_adocbl_c	1	1	1	1	1	1	1	1	1	1	1
M_adocbl_e	1	1	1	1	1	1	1	1	1	1	1
M_adocbl_p	1	1	1	1	1	1	1	1	1	1	1
M_adp_c	1	1	1	1	1	1	1	1	1	1	1
M_adpglc_c	1	1	1	1	1	1	1	1	1	1	1
M_adphep_DD_c	1	1	1	1	1	1	1	1	1	1	1
M_adphep_LD_c	1	1	1	1	1	1	1	1	1	1	1
M_adprib_c	1	1	1	1	1	1	1	1	1	1	1
M_ag_c	1	1	1	1	1	1	1	1	1	1	1
M_ag_e	1	1	1	1	1	1	1	1	1	1	1
M_ag_p	1	1	1	1	1	1	1	1	1	1	1
M_agdpcbi_c	1	1	1	1	1	1	1	1	1	1	1
M_agm_c	1	1	1	1	1	1	1	1	1	1	1
M_ahcys_c	1	1	1	1	1	1	1	1	1	1	1
M_ahdt_c	1	1	1	1	1	1	1	1	1	1	1
M_ahdt_p	1	1	1	1	1	1	1	1	1	1	1
M_aica_c	1	1	1	1	1	1	1	1	1	1	1
M_aicar_c	1	1	1	1	1	1	1	1	1	1	1
M_air_c	1	1	1	1	1	1	1	1	1	1	1
M_akg_c	1	1	1	1	1	1	1	1	1	1	1
M_akg_e	1	1	1	1	1	1	1	1	1	1	1
M_akg_p	1	1	1	1	1	1	1	1	1	1	1
M_ala_B_c	1	1	1	1	1	1	1	1	1	1	1
M_ala_B_p	1	0	1	0	1	1	0	0	1	1	1
M_ala_D_c	0	0	0	0	0	0	0	0	1	0	0
M_ala_L_asp_L_c	1	1	1	1	1	1	1	1	1	1	1
M_ala_L_asp_L_e	1	1	1	1	1	1	1	1	1	1	1
M_ala_L_asp_L_p	1	1	1	1	1	1	1	1	1	1	1
M_ala_L_gln_L_p	1	1	1	1	1	1	1	1	1	1	1
M_ala_L_gln__L_c	1	1	1	1	1	1	1	1	1	1	1
M_ala_L_gln__L_e	1	1	1	1	1	1	1	1	1	1	1
M_ala_L_glu_L_c	1	1	1	1	1	1	1	1	1	1	1
M_ala_L_glu_L_e	1	1	1	1	1	1	1	1	1	1	1
M_ala_L_glu_L_p	1	1	1	1	1	1	1	1	1	1	1
M_ala_L_met__L_c	1	0	1	1	1	1	1	1	1	0	1
M_ala__D_c	1	1	1	1	1	1	1	1	1	1	1
M_ala__D_e	1	1	1	1	1	1	1	1	1	1	1
M_ala__D_p	1	1	1	1	1	1	1	1	1	1	1
M_ala__L_c	1	1	1	1	1	1	1	1	1	1	1
M_ala__L_e	1	1	1	1	1	1	1	1	1	1	1
M_ala__L_p	1	1	1	1	1	1	1	1	1	1	1
M_alaala_c	1	1	1	1	1	1	1	1	1	1	1
M_alaala_p	1	1	1	1	1	1	1	1	1	1	1
M_alac__S_c	1	1	1	1	1	1	1	1	1	1	1
M_alatrna_c	1	1	1	1	1	1	1	1	1	1	1
M_alltn_c	1	1	1	1	1	1	1	1	1	1	1
M_alltt_c	1	1	1	1	1	1	1	1	1	1	1
M_alpp_p	1	1	1	1	1	1	1	1	1	1	1
M_altrn_c	1	1	1	1	1	1	1	1	1	1	1
M_am6sa_c	0	0	0	1	0	0	0	1	0	0	0
M_amet_c	1	1	1	1	1	1	1	1	1	1	1
M_ametam_c	1	1	1	1	1	1	1	1	1	1	1
M_ammld_c	0	1	0	1	1	1	1	1	1	0	1
M_amob_c	1	1	1	1	1	1	1	1	1	1	1
M_amp_c	1	1	1	1	1	1	1	1	1	1	1
M_ampi_e	1	1	1	1	1	1	1	1	1	1	1
M_ampi_p	1	1	1	1	1	1	1	1	1	1	1
M_ampica_e	1	1	1	1	1	1	1	1	1	1	1
M_amuco_c	0	0	0	1	0	0	0	1	0	0	0
M_anhgm3p_c	1	1	1	1	1	1	1	1	1	1	1
M_anhgm3p_p	1	1	1	1	1	1	1	1	1	1	1
M_anhgm4p_c	1	1	1	1	1	1	1	1	1	1	1
M_anhgm4p_p	1	1	1	1	1	1	1	1	1	1	1
M_anhgm_c	1	1	1	1	1	1	1	1	1	1	1
M_anhgm_p	1	1	1	1	1	1	1	1	1	1	1
M_anhm3p_c	1	1	1	1	1	1	1	1	1	1	1
M_anhm4p_c	1	1	1	1	1	1	1	1	1	1	1
M_anhm_c	1	1	1	1	1	1	1	1	1	1	1
M_anth_c	1	1	1	1	1	1	1	1	1	1	1
M_anthcoa_c	1	1	1	1	1	1	1	1	1	1	1
M_ap4a_c	1	1	1	1	1	1	1	1	1	1	1
M_ap5a_c	1	1	1	1	1	1	1	1	1	1	1
M_apc_c	1	1	1	1	1	1	1	1	1	1	1
M_apc_e	1	1	1	1	1	1	1	1	1	1	1
M_apc_p	1	1	1	1	1	1	1	1	1	1	1
M_apoACP_c	1	1	1	1	1	1	1	1	1	1	1
M_apolpp_p	1	1	1	1	1	1	1	1	1	1	1
M_applp_c	1	1	1	1	1	1	1	1	1	1	1
M_aprop_c	1	1	1	1	1	1	1	1	1	1	1
M_aps_c	1	1	1	1	1	1	1	1	1	1	1
M_ara5p_c	1	1	1	1	1	1	1	1	1	1	1
M_arab__L_c	1	1	1	1	1	1	1	1	1	1	1
M_arab__L_e	1	1	1	1	1	1	1	1	1	1	1
M_arbt_c	0	0	0	0	0	0	1	0	1	0	0
M_arbtn_fe3_c	0	1	0	0	0	1	1	0	1	0	1
M_arbtn_fe3_p	0	1	0	0	0	1	1	0	1	0	1
M_arbtnl_c	1	1	1	1	1	1	1	1	1	1	1
M_arbtnl_e	1	1	1	1	1	1	1	1	1	1	1
M_arbtnl_fe3_c	1	1	1	1	1	1	1	1	1	1	1
M_arbtnl_fe3_e	1	1	1	1	1	1	1	1	1	1	1
M_arbtnl_fe3_p	1	1	1	1	1	1	1	1	1	1	1
M_arbtnl_p	1	1	1	1	1	1	1	1	1	1	1
M_arg__L_c	1	1	1	1	1	1	1	1	1	1	1
M_arg__L_e	1	1	1	1	1	1	1	1	1	1	1
M_arg__L_p	1	1	1	1	1	1	1	1	1	1	1
M_argsuc_c	1	1	1	1	1	1	1	1	1	1	1
M_argtrna_c	1	1	1	1	1	1	1	1	1	1	1
M_ascb_L_6_pi_c	1	1	1	1	1	1	1	1	1	1	1
M_ascb_L_c	1	1	1	1	1	1	1	1	1	1	1
M_asn__L_c	1	1	1	1	1	1	1	1	1	1	1
M_asn__L_e	1	1	1	1	1	1	1	1	1	1	1
M_asn__L_p	1	1	1	1	1	1	1	1	1	1	1
M_asntrna_c	1	1	1	1	1	1	1	1	1	1	1
M_aso3_c	1	1	1	1	1	1	1	1	1	1	1
M_aso3_e	1	1	1	1	1	1	1	1	1	1	1
M_aso3_p	1	1	1	1	1	1	1	1	1	1	1
M_aso4_c	1	1	1	1	1	1	1	1	1	1	1
M_aso4_e	1	1	1	1	1	1	1	1	1	1	1
M_aso4_p	1	1	1	1	1	1	1	1	1	1	1
M_asp_L_ala_L_c	1	1	1	1	1	1	1	1	1	1	1
M_asp_L_ala_L_e	1	1	1	1	1	1	1	1	1	1	1
M_asp_L_ala_L_p	1	1	1	1	1	1	1	1	1	1	1
M_asp_L_asp_L_c	1	1	1	1	1	1	1	1	1	1	1
M_asp_L_asp_L_e	1	1	1	1	1	1	1	1	1	1	1
M_asp_L_asp_L_p	1	1	1	1	1	1	1	1	1	1	1
M_asp_L_gln_L_c	1	1	1	1	1	1	1	1	1	1	1
M_asp_L_gln_L_e	1	1	1	1	1	1	1	1	1	1	1
M_asp_L_gln_L_p	1	1	1	1	1	1	1	1	1	1	1
M_asp_L_glu_L_c	1	1	1	1	1	1	1	1	1	1	1
M_asp_L_glu_L_e	1	1	1	1	1	1	1	1	1	1	1
M_asp_L_glu_L_p	1	1	1	1	1	1	1	1	1	1	1
M_asp_L_val_L_c	1	1	1	1	1	1	1	1	1	1	1
M_asp_L_val_L_e	1	1	1	1	1	1	1	1	1	1	1
M_asp_L_val_L_p	1	1	1	1	1	1	1	1	1	1	1
M_asp__L_c	1	1	1	1	1	1	1	1	1	1	1
M_asp__L_e	1	1	1	1	1	1	1	1	1	1	1
M_asp__L_p	1	1	1	1	1	1	1	1	1	1	1
M_aspsa_c	1	1	1	1	1	1	1	1	1	1	1
M_asptrna_c	1	1	1	1	1	1	1	1	1	1	1
M_athr__L_c	1	1	1	1	1	1	1	1	1	1	1
M_atp_c	1	1	1	1	1	1	1	1	1	1	1
M_b2coa_c	1	1	1	1	1	1	1	1	1	1	1
M_b5amp_c	1	1	1	1	1	1	1	1	1	1	1
M_bbtcoa_c	1	1	1	1	1	1	1	1	1	1	1
M_benzcoa_c	1	1	1	1	1	1	1	1	1	1	1
M_berb_e	1	1	1	1	1	1	1	1	1	1	1
M_berb_p	1	1	1	1	1	1	1	1	1	1	1
M_betald_c	1	1	1	1	1	1	1	1	1	1	1
M_bf2p_c	1	1	1	1	1	1	1	1	1	1	1
M_bgly_c	1	1	1	1	1	1	1	1	1	1	1
M_bhb_c	1	1	1	1	1	1	1	1	1	1	1
M_bhb_e	1	1	1	1	1	1	1	1	1	1	1
M_bhb_p	1	1	1	1	1	1	1	1	1	1	1
M_bisphenol_c	1	1	1	1	1	1	1	1	1	1	1
M_br_c	1	1	1	1	1	1	1	1	1	1	1
M_br_e	1	1	1	1	1	1	1	1	1	1	1
M_br_p	1	1	1	1	1	1	1	1	1	1	1
M_bromosucc_c	1	1	1	1	1	1	1	1	1	1	1
M_bromosucc_e	1	1	1	1	1	1	1	1	1	1	1
M_bromosucc_p	1	1	1	1	1	1	1	1	1	1	1
M_btade_c	1	1	1	1	1	1	1	1	1	1	1
M_btal_c	1	1	1	1	1	1	1	1	1	1	1
M_btcoa_c	1	1	1	1	1	1	1	1	1	1	1
M_btn_c	1	1	1	1	1	1	1	1	1	1	1
M_but2eACP_c	1	1	1	1	1	1	1	1	1	1	1
M_butACP_c	1	1	1	1	1	1	1	1	1	1	1
M_but_c	1	1	1	1	1	1	1	1	1	1	1
M_but_e	1	1	1	1	1	1	1	1	1	1	1
M_but_p	1	1	1	1	1	1	1	1	1	1	1
M_butanal_c	1	1	1	1	1	1	1	1	1	1	1
M_butso3_c	1	1	1	1	1	1	1	1	1	1	1
M_butso3_e	1	1	1	1	1	1	1	1	1	1	1
M_butso3_p	1	1	1	1	1	1	1	1	1	1	1
M_buty_c	1	1	1	1	1	1	1	1	1	1	1
M_butyal_c	1	1	1	1	1	1	1	1	1	1	1
M_bz_c	1	1	1	1	1	1	1	1	1	1	1
M_bzal_c	1	1	1	1	1	1	1	1	1	1	1
M_bzonit_c	1	1	1	1	1	1	1	1	1	1	1
M_bzop_c	1	1	1	1	1	1	1	1	1	1	1
M_c120ACP_c	0	1	0	0	0	0	1	0	1	0	0
M_c23dhddt_c	0	0	0	0	0	0	0	1	0	0	0
M_c34dhdhf_c	0	0	0	0	0	0	0	1	0	0	0
M_c34dhphe_c	1	1	1	1	1	1	1	1	1	1	1
M_c3chp_c	1	1	1	1	1	1	1	1	1	1	1
M_c3chroald_c	1	1	1	1	1	1	1	1	1	1	1
M_c4cmbo_c	1	1	1	1	1	1	1	1	1	1	1
M_ca2_e	1	1	1	1	1	1	1	1	1	1	1
M_cafe_e	1	1	1	1	1	1	1	1	1	1	1
M_cafe_p	1	1	1	1	1	1	1	1	1	1	1
M_cala_c	0	1	0	0	0	0	1	0	1	0	0
M_camp_c	1	1	1	1	1	1	1	1	1	1	1
M_cana_L_c	1	1	1	1	1	1	1	1	1	1	1
M_cana_L_e	1	1	1	1	1	1	1	1	1	1	1
M_cana_L_p	1	1	1	1	1	1	1	1	1	1	1
M_carboxylate_c	1	1	1	1	1	1	1	1	1	1	1
M_carccm_c	0	1	0	0	0	0	1	0	0	0	0
M_carn_c	1	1	1	1	1	1	1	1	1	1	1
M_carpcoa_c	1	1	1	1	1	1	1	1	1	1	1
M_carvnapc_c	1	1	1	1	1	1	1	1	1	1	1
M_catechol_c	1	1	1	1	1	1	1	1	1	1	1
M_catechol_e	1	1	1	1	1	1	1	1	1	1	1
M_catechol_p	1	1	1	1	1	1	1	1	1	1	1
M_cbasp_c	1	1	1	1	1	1	1	1	1	1	1
M_cbi_c	1	1	1	1	1	1	1	1	1	1	1
M_cbi_e	1	1	1	1	1	1	1	1	1	1	1
M_cbi_p	1	1	1	1	1	1	1	1	1	1	1
M_cbl1_c	1	1	1	1	1	1	1	1	1	1	1
M_cbl1_e	1	1	1	1	1	1	1	1	1	1	1
M_cbl1_p	1	1	1	1	1	1	1	1	1	1	1
M_cbp_c	1	1	1	1	1	1	1	1	1	1	1
M_cchc_c	1	0	1	0	1	1	0	0	0	0	1
M_cchccoa_c	1	0	1	0	1	1	0	0	0	0	1
M_cchfor_c	1	1	1	0	1	1	1	0	1	1	1
M_cchlam_c	1	1	1	0	1	1	1	0	1	1	1
M_ccmuc_c	1	1	1	0	1	1	1	0	0	0	1
M_ccppc_c	1	1	1	1	1	1	1	1	1	1	1
M_ccppccoa_c	1	1	1	1	1	1	1	1	1	1	1
M_cd2_c	1	1	1	1	1	1	1	1	1	1	1
M_cd2_e	1	1	1	1	1	1	1	1	1	1	1
M_cd2_p	1	1	1	1	1	1	1	1	1	1	1
M_cddec5eACP_c	1	1	1	1	1	1	1	1	1	1	1
M_cdec3eACP_c	1	1	1	1	1	1	1	1	1	1	1
M_cdg_c	1	1	1	1	1	1	1	1	1	1	1
M_cdigmp_c	1	1	1	1	1	1	1	1	1	1	1
M_cdp_c	1	1	1	1	1	1	1	1	1	1	1
M_cdpdag_MRSA_c	1	1	1	1	1	1	1	1	1	1	1
M_cdpdddecg_c	1	1	1	1	1	1	1	1	1	1	1
M_cdpdhdec9eg_c	1	1	1	1	1	1	1	1	1	1	1
M_cdpdhdecg_c	1	1	1	1	1	1	1	1	1	1	1
M_cdpdodec11eg_c	1	1	1	1	1	1	1	1	1	1	1
M_cdpdodecg_c	1	1	1	1	1	1	1	1	1	1	1
M_cdpdtdec7eg_c	1	1	1	1	1	1	1	1	1	1	1
M_cdpdtdecg_c	1	1	1	1	1	1	1	1	1	1	1
M_cdpglyc_c	1	1	1	1	1	1	1	1	1	1	1
M_cechddd_c	1	1	0	1	0	1	1	1	0	1	1
M_cellb_e	1	1	1	1	1	1	1	1	0	1	1
M_cellos_Expansin_LPS_e	1	1	1	1	1	1	1	1	1	1	1
M_cellos_e	1	1	1	1	1	1	1	1	1	1	1
M_cenchddd_c	1	1	0	1	0	1	1	1	0	1	1
M_cgly_c	1	1	1	1	1	1	1	1	1	1	1
M_cgly_p	1	1	1	1	1	1	1	1	1	1	1
M_ch4s_c	1	1	1	1	1	1	1	1	1	1	1
M_ch4s_e	1	1	1	1	1	1	1	1	1	1	1
M_chcatol_c	1	1	1	0	1	1	1	0	0	0	1
M_chccm_c	1	1	1	0	1	1	1	0	0	0	1
M_chitos_c	1	1	1	1	1	1	1	1	1	1	1
M_chol_c	1	1	1	1	1	1	1	1	1	1	1
M_chol_e	1	1	1	1	1	1	1	1	1	1	1
M_chol_p	1	1	1	1	1	1	1	1	1	1	1
M_cholp_e	0	1	0	1	0	1	1	1	1	0	1
M_chor_c	1	1	1	1	1	1	1	1	1	1	1
M_chtbs_c	1	1	1	1	1	1	1	1	1	1	1
M_chtbs_e	1	1	1	1	1	1	1	1	1	1	1
M_chtbs_p	1	1	1	1	1	1	1	1	1	1	1
M_chtn_e	1	1	1	1	1	1	1	1	1	1	1
M_cinnm_c	1	1	0	1	0	1	1	1	0	1	1
M_cit_c	1	1	1	1	1	1	1	1	1	1	1
M_cit_e	1	1	1	1	1	1	1	1	1	1	1
M_cit_p	1	1	1	1	1	1	1	1	1	1	1
M_citnl_c	1	1	1	1	1	1	1	1	1	1	1
M_citnlcoa_c	1	1	1	1	1	1	1	1	1	1	1
M_citr_L_p	1	1	1	1	1	1	1	1	1	1	1
M_citr__L_c	1	1	1	1	1	1	1	1	1	1	1
M_citr__L_e	1	1	1	1	1	1	1	1	1	1	1
M_ckdo_c	1	1	1	1	1	1	1	1	1	1	1
M_cl_c	1	1	1	1	1	1	1	1	1	1	1
M_cl_e	1	1	1	1	1	1	1	1	1	1	1
M_cl_p	1	1	1	1	1	1	1	1	1	1	1
M_cla_c	1	1	1	1	1	1	1	1	1	1	1
M_clald_c	1	1	1	1	1	1	1	1	1	1	1
M_clpn120_p	1	1	1	1	1	1	1	1	1	1	1
M_clpn140_p	1	1	1	1	1	1	1	1	1	1	1
M_clpn141_p	1	1	1	1	1	1	1	1	1	1	1
M_clpn160_p	1	1	1	1	1	1	1	1	1	1	1
M_clpn161_p	1	1	1	1	1	1	1	1	1	1	1
M_clpn180_p	1	1	1	1	1	1	1	1	1	1	1
M_clpn181_p	1	1	1	1	1	1	1	1	1	1	1
M_cm_c	1	1	1	1	1	1	1	1	1	1	1
M_cm_e	1	1	1	1	1	1	1	1	1	1	1
M_cm_p	1	1	1	1	1	1	1	1	1	1	1
M_cmcdopp_c	1	1	1	1	1	1	1	1	1	1	1
M_cmp_c	1	1	1	1	1	1	1	1	1	1	1
M_cn_c	1	1	1	1	1	0	1	1	1	1	1
M_co1dam_c	1	1	1	1	1	1	1	1	1	1	1
M_co2_c	1	1	1	1	1	1	1	1	1	1	1
M_co2_e	1	1	1	1	1	1	1	1	1	1	1
M_co2_p	1	1	1	1	1	1	1	1	1	1	1
M_co2dam_c	1	1	1	1	1	1	1	1	1	1	1
M_coa_c	1	1	1	1	1	1	1	1	1	1	1
M_cobalt2_c	1	1	1	1	1	1	1	1	1	1	1
M_cobalt2_e	1	1	1	1	1	1	1	1	1	1	1
M_cobalt2_p	1	1	1	1	1	1	1	1	1	1	1
M_codscl5a_c	1	0	1	1	1	1	1	1	1	1	1
M_codscl5b_c	1	0	1	1	1	1	1	1	1	1	1
M_colipa_c	1	1	1	1	1	1	1	1	1	1	1
M_colipa_p	1	1	1	1	1	1	1	1	1	1	1
M_copre2_c	1	1	1	1	1	1	1	1	1	1	1
M_copre4_c	1	0	1	1	1	1	1	1	1	1	1
M_copre5_c	1	0	1	1	1	1	1	1	1	1	1
M_core_kdo_lipidA_RS_c	1	1	1	1	1	1	1	1	1	1	1
M_core_ko_lipidA_RS_c	1	1	1	1	1	1	1	1	1	1	1
M_cpe160_c	1	1	1	1	1	1	1	1	1	1	1
M_cpe180_c	1	1	1	1	1	1	1	1	1	1	1
M_cpg160_c	1	1	1	1	1	1	1	1	1	1	1
M_cpg180_c	1	1	1	1	1	1	1	1	1	1	1
M_cpgn_c	0	0	0	0	0	0	0	0	1	0	0
M_cpgn_p	0	0	0	0	0	0	0	0	1	0	0
M_cph4_c	1	1	1	1	1	1	1	1	1	1	1
M_cpmp_c	1	1	1	1	1	1	1	1	1	1	1
M_cpol_c	1	1	1	1	1	1	1	1	1	1	1
M_cpon_c	1	1	1	1	1	1	1	1	1	1	1
M_cpppg3_c	1	1	1	1	1	1	1	1	1	1	1
M_cresol_c	1	1	1	1	1	1	1	1	1	1	1
M_crn__D_c	1	1	1	1	1	1	1	1	1	1	1
M_crn__D_p	1	1	1	1	1	1	1	1	1	1	1
M_crn_c	1	1	1	1	1	1	1	1	1	1	1
M_crn_e	1	1	1	1	1	1	1	1	1	1	1
M_crn_p	1	1	1	1	1	1	1	1	1	1	1
M_crncoa_c	1	1	1	1	1	1	1	1	1	1	1
M_cro2_c	0	0	0	0	0	1	0	0	0	1	1
M_cro2_p	0	0	0	0	0	1	0	0	0	1	1
M_cro4_c	1	1	1	1	1	1	1	1	1	1	1
M_cro4_e	1	1	1	1	1	1	1	1	1	1	1
M_cro4_p	1	1	1	1	1	1	1	1	1	1	1
M_csn_c	1	1	1	1	1	1	1	1	1	1	1
M_ctbt_c	1	1	1	1	1	1	1	1	1	1	1
M_ctbt_e	1	1	1	1	1	1	1	1	1	1	1
M_ctbt_p	1	1	1	1	1	1	1	1	1	1	1
M_ctbtcoa_c	1	1	1	1	1	1	1	1	1	1	1
M_ctp_c	1	1	1	1	1	1	1	1	1	1	1
M_cu2_c	1	1	1	1	1	1	1	1	1	1	1
M_cu2_e	1	1	1	1	1	1	1	1	1	1	1
M_cu2_p	1	1	1	1	1	1	1	1	1	1	1
M_cu_c	1	1	1	1	1	1	1	1	1	1	1
M_cu_e	1	1	1	1	1	1	1	1	1	1	1
M_cu_p	1	1	1	1	1	1	1	1	1	1	1
M_cur_c	1	1	1	1	1	1	1	1	1	1	1
M_cyan_c	1	1	1	1	1	1	1	1	1	1	1
M_cyan_p	1	1	1	1	1	1	1	1	1	1	1
M_cynt_c	1	1	1	1	1	1	1	1	1	0	1
M_cys_L_cys_L_c	1	0	1	1	1	1	1	1	1	0	1
M_cys__L_c	1	1	1	1	1	1	1	1	1	1	1
M_cys__L_e	1	1	1	1	1	1	1	1	1	1	1
M_cys__L_p	1	1	1	1	1	1	1	1	1	1	1
M_cyst__L_c	1	1	1	1	1	1	1	1	1	1	1
M_cystrna_c	1	1	1	1	1	1	1	1	1	1	1
M_cytd_c	1	1	1	1	1	1	1	1	1	1	1
M_cytd_e	1	1	1	1	1	1	1	1	1	1	1
M_cytd_p	1	1	1	1	1	1	1	1	1	1	1
M_dad_2_c	1	1	1	1	1	1	1	1	1	1	1
M_dad_5_c	1	1	1	1	1	1	1	1	1	1	1
M_dadp_c	1	1	1	1	1	1	1	1	1	1	1
M_damp_c	1	1	1	1	1	1	1	1	1	1	1
M_dann_c	1	1	1	1	1	1	1	1	1	1	1
M_datp_c	1	1	1	1	1	1	1	1	1	1	1
M_db4p_c	1	1	1	1	1	1	1	1	1	1	1
M_dc2coa_c	1	1	1	1	1	1	1	1	1	1	1
M_dcaACP_c	1	1	1	1	1	1	1	1	1	1	1
M_dca_c	1	1	1	1	1	1	1	1	1	1	1
M_dca_e	1	1	1	1	1	1	1	1	1	1	1
M_dca_p	1	1	1	1	1	1	1	1	1	1	1
M_dcacoa_c	1	1	1	1	1	1	1	1	1	1	1
M_dcahslac_e	1	1	1	1	1	1	1	1	1	1	1
M_dcahslac_p	1	1	1	1	1	1	1	1	1	1	1
M_dcal_c	1	1	1	1	1	1	1	1	1	1	1
M_dcamp_c	1	1	1	1	1	1	1	1	1	1	1
M_dcdp_c	1	1	1	1	1	1	1	1	1	1	1
M_dchdchche_c	1	1	1	1	1	1	1	1	1	1	1
M_dcmp_c	1	1	1	1	1	1	1	1	1	1	1
M_dctp_c	1	1	1	1	1	1	1	1	1	1	1
M_dcyt_c	1	1	1	1	1	1	1	1	1	1	1
M_dd2coa_c	1	1	1	1	1	1	1	1	1	1	1
M_ddcaACP_c	1	1	1	1	1	1	1	1	1	1	1
M_ddca_c	1	1	1	1	1	1	1	1	1	1	1
M_ddca_e	1	1	1	1	1	1	1	1	1	1	1
M_ddca_p	1	1	1	1	1	1	1	1	1	1	1
M_ddcacoa_c	1	1	1	1	1	1	1	1	1	1	1
M_ddcal_c	1	1	1	1	1	1	1	1	1	1	1
M_ddcap_c	1	1	1	1	1	1	1	1	1	1	1
M_dextrin_e	1	1	1	1	1	1	1	1	1	1	1
M_dgdp_c	1	1	1	1	1	1	1	1	1	1	1
M_dglca_c	1	1	1	1	1	1	1	1	0	1	1
M_dgmp_c	1	1	1	1	1	1	1	1	1	1	1
M_dgsn_c	1	1	1	1	1	1	1	1	1	1	1
M_dgtp_c	1	1	1	1	1	1	1	1	1	1	1
M_dha_e	1	1	1	1	1	1	1	1	1	1	1
M_dha_p	1	1	1	1	1	1	1	1	1	1	1
M_dhap_c	1	1	1	1	1	1	1	1	1	1	1
M_dhap_e	1	1	1	1	1	1	1	1	1	1	1
M_dhap_p	1	1	1	1	1	1	1	1	1	1	1
M_dhbpt_c	1	1	1	1	1	1	1	1	1	1	1
M_dhcinnm_c	1	1	1	1	1	1	1	1	1	1	1
M_dhcur_c	1	1	1	1	1	1	1	1	1	1	1
M_dhf_c	1	1	1	1	1	1	1	1	1	1	1
M_dhna_c	1	1	1	1	1	1	1	1	1	1	1
M_dhnapthsul_c	1	1	1	1	1	1	1	1	1	1	1
M_dhnpt_c	1	1	1	1	1	1	1	1	1	1	1
M_dhnpt_p	1	1	1	1	1	1	1	1	1	1	1
M_dhor__S_c	1	1	1	1	1	1	1	1	1	1	1
M_dhpmp_c	1	1	1	1	1	1	1	1	1	1	1
M_dhpppn_c	1	1	1	1	1	1	1	1	1	1	1
M_dhpt_c	1	1	1	1	1	1	1	1	1	1	1
M_dhtolen_c	1	1	1	1	1	1	1	1	1	1	1
M_diala__L_c	1	0	1	1	1	1	1	1	1	0	1
M_didp_c	1	1	1	1	1	1	1	1	1	1	1
M_diglyceride_prolpp_c	1	1	1	1	1	1	1	1	1	1	1
M_dimp_c	1	1	1	1	1	1	1	1	1	1	1
M_din_c	1	1	1	1	1	1	1	1	1	1	1
M_ditp_c	1	1	1	1	1	1	1	1	1	1	1
M_dkdi_c	1	1	1	1	1	1	1	1	0	1	1
M_dkglc_c	1	1	1	1	1	1	1	1	0	1	1
M_dlipo_c	1	1	1	1	1	1	1	1	1	1	1
M_dlipop_c	1	1	1	1	1	1	1	1	1	1	1
M_dmbzid_c	1	1	1	1	1	1	1	1	1	1	1
M_dmgly_c	0	0	0	1	0	0	0	1	0	0	0
M_dmlz_c	1	1	1	1	1	1	1	1	1	1	1
M_dmoxpol_c	1	0	1	1	1	1	1	1	1	1	1
M_dmpp_c	1	1	1	1	1	1	1	1	1	1	1
M_dmso2_c	1	1	1	1	1	1	1	1	1	1	1
M_dmso2_p	1	1	1	1	1	1	1	1	1	1	1
M_dna5mtc_c	0	0	0	0	1	0	0	0	0	0	0
M_dna_c	0	0	0	0	1	0	0	0	0	0	0
M_dnad_c	1	1	1	1	1	1	1	1	1	1	1
M_dopa_c	1	1	1	1	1	1	1	1	1	1	1
M_dopa_p	1	0	1	0	0	1	0	0	0	0	0
M_dopaqn_e	1	1	1	1	1	1	1	1	1	1	1
M_doxrbcn_e	1	1	1	1	1	1	1	1	1	1	1
M_doxrbcn_p	1	1	1	1	1	1	1	1	1	1	1
M_dpcoa_c	1	1	1	1	1	1	1	1	1	1	1
M_drib_c	1	1	1	1	1	1	1	1	1	1	1
M_dsbaox_p	1	1	1	1	1	1	1	1	1	1	1
M_dsbard_p	1	1	1	1	1	1	1	1	1	1	1
M_dsbcox_p	1	1	1	1	1	1	1	1	1	1	1
M_dsbcrd_p	1	1	1	1	1	1	1	1	1	1	1
M_dsbdox_c	1	1	1	1	1	1	1	1	1	1	1
M_dsbdrd_c	1	1	1	1	1	1	1	1	1	1	1
