ids	RSBA7	RSBDBR229	RSCFB2957	RSGMI1000	RSK60	RSMOLK2	RSPSI07	RSPSS4	RSR24	RSRUN2340	RSUW551
M_5caiz_c	1	1	1	1	1	1	1	1	1	1	1
M_5cmhm_c	1	1	1	1	1	1	1	1	1	1	1
M_5cmhmsa_c	1	1	1	1	1	1	1	1	1	1	1
M_5co46d_c	0	0	0	0	0	0	0	1	0	0	0
M_5co46dp_c	0	0	0	0	0	0	0	1	0	0	0
M_5dglcn_c	1	1	1	1	1	1	1	1	1	1	1
M_5dh4dglc_c	1	1	1	1	1	1	1	1	1	1	1
M_5drib_c	1	1	1	1	1	1	1	1	1	1	1
M_5fchdc_c	1	1	1	0	1	1	1	0	1	0	1
M_5fthf_c	1	1	1	1	1	1	1	1	1	1	1
M_5hiu_c	1	1	1	1	1	1	1	1	1	1	1
M_5houdic_c	1	1	1	1	1	1	1	1	1	1	1
M_5hoxindact_c	1	1	1	1	1	1	1	1	1	1	1
M_5hoxindoa_c	1	1	1	1	1	1	1	1	1	1	1
M_5mcsn_c	1	1	1	1	1	1	1	1	1	1	1
M_5mta_c	1	1	1	1	1	1	1	1	1	1	1
M_5mthf_c	1	1	1	1	1	1	1	1	1	1	1
M_5mthfglu_c	1	1	1	1	1	1	1	1	1	1	1
M_5mtr_c	1	1	1	1	1	1	1	1	1	1	1
M_5mtr_e	1	1	1	1	1	1	1	1	1	1	1
M_5mtr_p	1	1	1	1	1	1	1	1	1	1	1
M_5odhf2a_c	1	1	1	1	1	1	1	1	1	1	1
M_5oxpro_c	1	1	1	1	1	1	1	1	1	1	1
M_5oxpro_e	1	1	1	1	1	1	1	1	1	1	1
M_5oxpro_p	1	1	1	1	1	1	1	1	1	1	1
M_5pg35pg_c	1	1	1	1	1	1	1	1	1	1	1
M_5prdmbz_c	1	1	1	1	1	1	1	1	1	1	1
M_6a2ohxnt_c	0	1	0	0	0	0	1	0	0	0	0
M_6checoa_c	1	1	1	1	1	1	1	1	1	1	1
M_6fchdc_c	1	1	1	0	1	1	1	0	1	0	1
M_6hcecoa_c	1	1	1	1	1	0	1	1	1	1	1
M_6hidlac_c	1	1	1	1	1	1	1	1	1	1	1
M_6hmhpt_c	1	1	1	1	1	1	1	1	1	1	1
M_6hmhptpp_c	1	1	1	1	1	1	1	1	1	1	1
M_6hnac_c	1	1	1	1	1	1	1	1	1	1	1
M_6hnac_p	1	1	1	1	1	1	1	1	1	1	1
M_6pddgluc_c	1	1	1	1	1	1	1	1	1	1	1
M_6pgc_c	1	1	1	1	1	1	1	1	1	1	1
M_6pgl_c	1	1	1	1	1	1	1	1	1	1	1
M_6pthp_c	1	1	1	1	1	1	1	1	1	1	1
M_7am7dzg34tRNA_c	1	1	1	1	1	1	1	1	1	1	1
M_8aonn_c	1	1	1	1	1	1	1	1	1	1	1
M_ACP_c	1	1	1	1	1	1	1	1	1	1	1
M_CCbuttc_c	1	1	1	1	1	1	1	1	1	1	1
M_CE5643_c	1	1	1	1	1	1	1	1	1	1	1
M_CE5643_e	1	1	1	1	1	1	1	1	1	1	1
M_CbhA_c	1	1	1	1	1	1	1	1	1	1	1
M_CbhA_e	1	1	1	1	1	1	1	1	1	1	1
M_CbhA_p	1	1	1	1	1	1	1	1	1	1	1
M_CopA_c	1	1	1	1	1	1	1	1	1	1	1
M_CopA_p	1	1	1	1	1	1	1	1	1	1	1
M_DNA_c	1	1	1	1	1	1	1	1	1	1	1
M_DNAf_30kb_c	1	1	1	1	1	1	1	1	1	1	1
M_DNAf_30kb_e	1	1	1	1	1	1	1	1	1	1	1
M_DNAf_30kb_p	1	1	1	1	1	1	1	1	1	1	1
M_DNAm_c	1	1	1	1	1	1	1	1	1	1	1
M_EPS_c	1	1	1	1	1	1	1	1	1	1	1
M_EPS_e	1	1	1	1	1	1	1	1	1	1	1
M_EPS_p	1	1	1	1	1	1	1	1	1	1	1
M_Egl_c	1	1	1	1	1	1	1	1	1	1	1
M_Egl_e	1	1	1	1	1	1	1	1	1	1	1
M_Egl_p	1	1	1	1	1	1	1	1	1	1	1
M_Expansin_c	1	1	1	1	1	1	1	1	1	1	1
M_Expansin_e	1	1	1	1	1	1	1	1	1	1	1
M_Expansin_p	1	1	1	1	1	1	1	1	1	1	1
M_HC00229_c	1	1	1	1	1	1	1	1	1	1	1
M_HC00229_e	1	1	1	1	1	1	1	1	1	1	1
M_HC00460_c	1	1	1	1	1	1	1	1	1	1	1
M_L_dpchrm_e	1	1	1	1	1	1	1	1	1	1	1
M_LalaDgluMdapDala_c	1	1	1	1	1	1	1	1	1	1	1
M_LalaDgluMdapDala_p	1	1	1	1	1	1	1	1	1	1	1
M_LalaDgluMdap_c	1	1	1	1	1	1	1	1	1	1	1
M_LalaDgluMdap_p	1	1	1	1	1	1	1	1	1	1	1
M_Lcystin_c	1	1	1	1	1	1	1	1	1	1	1
M_Lfmkynr_c	1	1	1	1	1	1	1	1	1	1	1
M_Lkynr_c	1	1	1	1	1	1	1	1	1	1	1
M_Lpipecol_c	0	0	0	0	0	0	0	0	1	0	0
M_Mel_c	1	1	1	1	1	1	1	1	1	1	1
M_Mel_e	1	1	1	1	1	1	1	1	1	1	1
M_Mel_p	1	1	1	1	1	1	1	1	1	1	1
M_Oantigen_core_kdo_lipidA_RS_c	1	1	1	1	1	1	1	1	1	1	1
M_Oantigen_core_kdo_lipidA_RS_e	1	1	1	1	1	1	1	1	1	1	1
M_Oantigen_core_kdo_lipidA_RS_p	1	1	1	1	1	1	1	1	1	1	1
M_Oantigen_core_ko_lipidA_RS_c	1	1	1	1	1	1	1	1	1	1	1
M_Oantigen_core_ko_lipidA_RS_e	1	1	1	1	1	1	1	1	1	1	1
M_Oantigen_core_ko_lipidA_RS_p	1	1	1	1	1	1	1	1	1	1	1
M_PCW_D_Mannose_Rsl2_e	1	1	1	1	1	1	1	1	1	1	1
M_PCW_D_Mannose_e	1	1	1	1	1	1	1	1	1	1	1
M_PCW_L_Fucose_Rsl_e	0	1	1	1	1	0	1	1	1	1	0
M_PCW_L_Fucose_e	0	1	1	1	1	0	1	1	1	1	0
M_PCW_RSc0102_act_e	1	0	0	1	1	0	0	1	1	1	0
M_PCW_RSc0104_act_e	1	0	0	1	1	0	0	1	1	1	0
M_PCW_RSc0246_act_e	1	1	1	1	0	1	1	1	1	1	1
M_PCW_RSc0249_act_e	1	1	1	1	0	1	1	1	1	1	1
M_PCW_RSc3188_LPS_e	1	0	0	1	1	1	0	1	0	1	1
M_PCW_RSp0294_act_e	1	0	1	1	1	1	0	1	0	1	1
M_PCW_RSp0295_act_e	1	1	1	1	1	1	1	1	1	1	1
M_PCW_RSp0540_LPS_e	1	0	1	1	1	1	0	1	1	1	1
M_PCW_RSp1071_LPS_e	1	1	1	1	1	1	1	1	1	1	1
M_PCW_RSp1073_LPS_e	1	1	1	1	1	1	1	1	1	1	1
M_PCW_RSp1180_act_pili_e	1	1	1	1	1	1	1	1	1	1	1
M_PCW_RSp1539_LPS_e	1	1	1	1	1	1	1	1	1	1	0
M_PCW_RSp1545_LPS_e	1	0	0	1	1	1	0	1	0	1	1
M_PCW_e	1	1	1	1	1	1	1	1	1	1	1
M_PS_GlcNAc_c	1	1	1	1	1	1	1	1	1	1	1
M_PS_GlcNAc_p	1	1	1	1	1	1	1	1	1	1	1
M_PS_PGA_e	1	1	1	1	1	1	1	1	1	1	1
M_PS_PGA_p	1	1	1	1	1	1	1	1	1	1	1
M_PS_RS_c	1	1	1	1	1	1	1	1	1	1	1
M_PS_RS_e	1	1	1	1	1	1	1	1	1	1	1
M_PS_RS_p	1	1	1	1	1	1	1	1	1	1	1
M_Pald_c	0	0	0	0	0	1	0	0	0	0	1
M_PehB_c	1	1	1	1	1	1	1	1	1	1	1
M_PehB_e	1	1	1	1	1	1	1	1	1	1	1
M_PehB_p	1	1	1	1	1	1	1	1	1	1	1
M_PehC_c	1	1	1	1	1	1	1	1	1	1	1
M_PehC_e	1	1	1	1	1	1	1	1	1	1	1
M_PehC_p	1	1	1	1	1	1	1	1	1	1	1
M_PglA_c	1	1	1	1	1	1	1	1	1	1	1
M_PglA_e	1	1	1	1	1	1	1	1	1	1	1
M_PglA_p	1	1	1	1	1	1	1	1	1	1	1
M_PlcN_c	1	1	1	1	1	1	1	1	1	1	1
M_PlcN_e	1	1	1	1	1	1	1	1	1	1	1
M_PlcN_p	1	1	1	1	1	1	1	1	1	1	1
M_Pme_c	1	1	1	1	1	1	1	1	1	1	1
M_Pme_e	1	1	1	1	1	1	1	1	1	1	1
M_Pme_p	1	1	1	1	1	1	1	1	1	1	1
M_Prot_c	1	1	1	1	1	1	1	1	1	1	1
M_Prot_e	1	1	1	1	0	1	1	1	0	0	0
M_RSc0102_act_e	1	1	1	1	1	1	1	1	1	1	1
M_RSc0102_c	1	1	1	1	1	1	1	1	1	1	1
M_RSc0102_e	1	1	1	1	1	1	1	1	1	1	1
M_RSc0104_act_e	1	1	1	1	1	1	1	1	1	1	1
M_RSc0104_c	1	1	1	1	1	1	1	1	1	1	1
M_RSc0104_e	1	1	1	1	1	1	1	1	1	1	1
M_RSc0246_act_e	1	1	1	1	1	1	1	1	1	1	1
M_RSc0246_c	1	1	1	1	1	1	1	1	1	1	1
M_RSc0246_e	1	1	1	1	1	1	1	1	1	1	1
M_RSc0249_act_e	1	1	1	1	1	1	1	1	1	1	1
M_RSc0249_c	1	1	1	1	1	1	1	1	1	1	1
M_RSc0249_e	1	1	1	1	1	1	1	1	1	1	1
M_RSc0337_c	1	1	1	1	1	1	1	1	1	1	1
M_RSc0337_e	1	1	1	1	1	1	1	1	1	1	1
M_RSc0337_p	1	1	1	1	1	1	1	1	1	1	1
M_RSc0887_c	1	1	1	1	1	1	1	1	1	1	1
M_RSc0887_e	1	1	1	1	1	1	1	1	1	1	1
M_RSc0887_p	1	1	1	1	1	1	1	1	1	1	1
M_RSc0958_c	1	1	1	1	1	1	1	1	1	0	1
M_RSc0958_e	1	1	1	1	1	1	1	1	1	0	1
M_RSc1775_c	1	1	1	1	1	1	1	1	1	1	1
M_RSc1775_e	1	1	1	1	1	1	1	1	1	1	1
M_RSc1775_p	1	1	1	1	1	1	1	1	1	1	1
M_RSc1944_c	1	1	1	1	1	1	1	1	1	0	1
M_RSc1944_e	1	1	1	1	1	1	1	1	1	0	1
M_RSc2149_c	1	1	1	1	1	1	1	1	1	1	1
M_RSc2149_e	1	1	1	1	1	1	1	1	1	1	1
M_RSc2149_p	1	1	1	1	1	1	1	1	1	1	1
M_RSc3151_c	1	1	1	1	1	1	1	1	1	1	1
M_RSc3151_e	1	1	1	1	1	1	1	1	1	1	1
M_RSc3151_p	1	1	1	1	1	1	1	1	1	1	1
M_RSc3188_c	1	1	1	1	1	1	1	1	1	1	1
M_RSc3188_e	1	1	1	1	1	1	1	1	1	1	1
M_RSc3188_p	1	1	1	1	1	1	1	1	1	1	1
M_RSc3220_c	1	1	1	1	1	1	1	1	1	1	1
M_RSc3220_e	1	1	1	1	1	1	1	1	1	1	1
M_RSc3222_c	1	1	1	1	1	1	1	1	1	1	1
M_RSc3222_e	1	1	1	1	1	1	1	1	1	1	1
M_RSc3430_c	1	1	1	1	1	1	1	1	1	0	1
M_RSc3430_e	1	1	1	1	1	1	1	1	1	0	1
M_RSp0030_c	1	1	1	1	1	1	1	1	1	1	1
M_RSp0030_e	1	1	1	1	1	1	1	1	1	1	1
M_RSp0030_p	1	1	1	1	1	1	1	1	1	1	1
M_RSp0103_c	1	1	1	1	1	1	1	1	1	0	1
M_RSp0103_e	1	1	1	1	1	1	1	1	1	0	1
M_RSp0175_c	1	0	1	1	1	1	1	1	1	0	1
M_RSp0175_e	1	0	1	1	1	1	1	1	1	0	1
M_RSp0275_c	1	1	1	1	1	1	1	1	1	1	1
M_RSp0275_e	1	1	1	1	1	1	1	1	1	1	1
M_RSp0275_p	1	1	1	1	1	1	1	1	1	1	1
M_RSp0294_act_e	1	1	1	1	1	1	1	1	1	1	1
M_RSp0294_c	1	1	1	1	1	1	1	1	1	1	1
M_RSp0294_e	1	1	1	1	1	1	1	1	1	1	1
M_RSp0295_act_e	1	1	1	1	1	1	1	1	1	1	1
M_RSp0295_c	1	1	1	1	1	1	1	1	1	1	1
M_RSp0295_e	1	1	1	1	1	1	1	1	1	1	1
M_RSp0518_c	1	1	1	1	1	1	1	1	1	1	1
M_RSp0518_e	1	1	1	1	1	1	1	1	1	1	1
M_RSp0540_c	1	1	1	1	1	1	1	1	1	1	1
M_RSp0540_e	1	1	1	1	1	1	1	1	1	1	1
M_RSp0540_p	1	1	1	1	1	1	1	1	1	1	1
M_RSp0629_c	1	0	1	1	1	1	1	1	1	0	1
M_RSp0629_e	1	0	1	1	1	1	1	1	1	0	1
M_RSp0630_c	1	1	1	1	1	1	1	1	1	1	1
M_RSp0630_e	1	1	1	1	1	1	1	1	1	1	1
M_RSp0630_p	1	1	1	1	1	1	1	1	1	1	1
M_RSp0745_c	1	0	1	1	1	1	1	1	1	0	1
M_RSp0745_e	1	0	1	1	1	1	1	1	1	0	1
M_RSp0768_c	1	0	1	1	1	1	1	1	1	0	1
M_RSp0768_e	1	0	1	1	1	1	1	1	1	0	1
M_RSp0881_c	1	1	1	1	1	1	1	1	1	1	1
M_RSp0881_e	1	1	1	1	1	1	1	1	1	1	1
M_RSp0881_p	1	1	1	1	1	1	1	1	1	1	1
M_RSp1071_c	1	1	1	1	1	1	1	1	1	1	1
M_RSp1071_e	1	1	1	1	1	1	1	1	1	1	1
M_RSp1071_p	1	1	1	1	1	1	1	1	1	1	1
M_RSp1073_c	1	1	1	1	1	1	1	1	1	1	1
M_RSp1073_e	1	1	1	1	1	1	1	1	1	1	1
M_RSp1073_p	1	1	1	1	1	1	1	1	1	1	1
M_RSp1139_c	1	1	1	1	1	1	1	1	1	0	1
M_RSp1139_e	1	1	1	1	1	1	1	1	1	0	1
M_RSp1180_act_e	1	1	1	1	1	1	1	1	1	1	1
M_RSp1180_c	1	0	1	1	0	0	0	1	0	1	1
M_RSp1180_e	1	1	1	1	1	1	1	1	1	1	1
M_RSp1444_c	1	1	1	1	1	1	1	1	1	1	1
M_RSp1444_e	1	1	1	1	1	1	1	1	1	1	1
M_RSp1444_p	1	1	1	1	1	1	1	1	1	1	1
M_RSp1466_c	1	1	1	1	1	1	1	1	1	1	1
M_RSp1466_e	1	1	1	1	1	1	1	1	1	1	1
M_RSp1466_p	1	1	1	1	1	1	1	1	1	1	1
M_RSp1467_c	1	1	1	1	1	1	1	1	1	1	1
M_RSp1467_e	1	1	1	1	1	1	1	1	1	1	1
M_RSp1467_p	1	1	1	1	1	1	1	1	1	1	1
M_RSp1536_c	1	0	1	1	1	1	1	1	1	1	1
M_RSp1536_e	1	1	1	1	1	1	1	1	1	1	1
M_RSp1536_p	1	1	1	1	1	1	1	1	1	1	1
M_RSp1539_c	1	1	1	1	1	1	1	1	1	1	1
M_RSp1539_e	1	1	1	1	1	1	1	1	1	1	1
M_RSp1539_p	1	1	1	1	1	1	1	1	1	1	1
M_RSp1545_c	1	1	1	1	1	1	1	1	1	1	1
M_RSp1545_e	1	1	1	1	1	1	1	1	1	1	1
M_RSp1545_p	1	1	1	1	1	1	1	1	1	1	1
M_RSp1620_c	1	1	1	1	1	1	1	1	1	1	1
M_RSp1620_e	1	1	1	1	1	1	1	1	1	1	1
M_RSp1620_p	1	1	1	1	1	1	1	1	1	1	1
M_RipA1_c	1	1	1	1	1	1	1	1	1	1	1
M_RipA1_e	1	1	1	1	1	1	1	1	1	1	1
M_RipA2_c	1	1	1	1	1	1	1	1	1	1	1
M_RipA2_e	1	1	1	1	1	1	1	1	1	1	1
M_RipA3_c	1	1	1	1	1	1	1	1	1	1	1
M_RipA3_e	1	1	1	1	1	1	1	1	1	1	1
M_RipA4_c	1	1	1	1	1	1	1	1	1	1	1
M_RipA4_e	1	1	1	1	1	1	1	1	1	1	1
M_RipA5_c	1	1	1	1	1	1	1	1	1	1	1
M_RipA5_e	1	1	1	1	1	1	1	1	1	1	1
M_RipAA_c	1	1	1	1	1	1	1	1	1	1	1
M_RipAA_e	1	1	1	1	1	1	1	1	1	1	1
M_RipAB_c	1	1	1	1	1	1	1	1	1	1	1
M_RipAB_e	1	1	1	1	1	1	1	1	1	1	1
M_RipAC_c	1	1	1	1	1	1	1	1	1	1	1
M_RipAC_e	1	1	1	1	1	1	1	1	1	1	1
M_RipAD_c	1	1	1	1	1	1	1	1	1	1	1
M_RipAD_e	1	1	1	1	1	1	1	1	1	1	1
M_RipAE_c	1	1	1	1	1	1	1	1	1	1	1
M_RipAE_e	1	1	1	1	1	1	1	1	1	1	1
M_RipAF1_c	1	1	1	1	1	1	1	1	1	1	1
M_RipAF1_e	1	1	1	1	1	1	1	1	1	1	1
M_RipAG_c	1	1	1	1	1	1	1	1	1	1	1
M_RipAG_e	1	1	1	1	1	1	1	1	1	1	1
M_RipAH_c	1	1	1	1	1	1	1	1	1	1	1
M_RipAH_e	1	1	1	1	1	1	1	1	1	1	1
M_RipAI_c	1	1	1	1	1	1	1	1	1	1	1
M_RipAI_e	1	1	1	1	1	1	1	1	1	1	1
M_RipAJ_c	1	1	1	1	1	1	1	1	1	1	1
M_RipAJ_e	1	1	1	1	1	1	1	1	1	1	1
M_RipAK_c	1	1	1	1	1	1	1	1	1	1	1
M_RipAK_e	1	1	1	1	1	1	1	1	1	1	1
M_RipAL_c	1	1	1	1	1	1	1	1	1	1	1
M_RipAL_e	1	1	1	1	1	1	1	1	1	1	1
M_RipAM_c	1	1	1	1	1	1	1	1	1	1	1
M_RipAM_e	1	1	1	1	1	1	1	1	1	1	1
M_RipAN_c	1	1	1	1	1	1	1	1	1	1	1
M_RipAN_e	1	1	1	1	1	1	1	1	1	1	1
M_RipAO_c	1	1	1	1	1	1	1	1	1	1	1
M_RipAO_e	1	1	1	1	1	1	1	1	1	1	1
M_RipAP_c	1	1	1	1	1	1	1	1	1	1	1
M_RipAP_e	1	1	1	1	1	1	1	1	1	1	1
M_RipAQ_c	1	1	1	1	1	1	1	1	1	1	1
M_RipAQ_e	1	1	1	1	1	1	1	1	1	1	1
M_RipAR_c	1	1	1	1	1	1	1	1	1	1	1
M_RipAR_e	1	1	1	1	1	1	1	1	1	1	1
M_RipAS_c	1	1	1	1	1	1	1	1	1	1	1
M_RipAS_e	1	1	1	1	1	1	1	1	1	1	1
M_RipAT_c	1	1	1	1	1	1	1	1	1	1	1
M_RipAT_e	1	1	1	1	1	1	1	1	1	1	1
M_RipAU_c	1	1	1	1	1	1	1	1	1	1	1
M_RipAU_e	1	1	1	1	1	1	1	1	1	1	1
M_RipAV_c	1	1	1	1	1	1	1	1	1	1	1
M_RipAV_e	1	1	1	1	1	1	1	1	1	1	1
M_RipAW_c	1	1	1	1	1	1	1	1	1	1	1
M_RipAW_e	1	1	1	1	1	1	1	1	1	1	1
M_RipAX1_c	1	1	1	1	1	1	1	1	1	1	1
M_RipAX1_e	1	1	1	1	1	1	1	1	1	1	1
M_RipAX2_c	1	1	1	1	1	1	1	1	1	1	1
M_RipAX2_e	1	1	1	1	1	1	1	1	1	1	1
M_RipAY_c	1	1	1	1	1	1	1	1	1	1	1
M_RipAY_e	1	1	1	1	1	1	1	1	1	1	1
M_RipAZ1_c	1	1	1	1	1	1	1	1	1	1	1
M_RipAZ1_e	1	1	1	1	1	1	1	1	1	1	1
M_RipBA_c	1	1	1	1	1	1	1	1	1	1	1
M_RipBA_e	1	1	1	1	1	1	1	1	1	1	1
M_RipBB_c	1	1	1	1	1	1	1	1	1	1	1
M_RipBB_e	1	1	1	1	1	1	1	1	1	1	1
M_RipB_c	1	1	1	1	1	1	1	1	1	1	1
M_RipB_e	1	1	1	1	1	1	1	1	1	1	1
M_RipC1_c	1	1	1	1	1	1	1	1	1	1	1
M_RipC1_e	1	1	1	1	1	1	1	1	1	1	1
M_RipD_c	1	1	1	1	1	1	1	1	1	1	1
M_RipD_e	1	1	1	1	1	1	1	1	1	1	1
M_RipE1_c	1	1	1	1	1	1	1	1	1	1	1
M_RipE1_e	1	1	1	1	1	1	1	1	1	1	1
M_RipF1_c	1	1	1	1	1	1	1	1	1	1	1
M_RipF1_e	1	1	1	1	1	1	1	1	1	1	1
M_RipG1_c	1	1	1	1	1	1	1	1	1	1	1
M_RipG1_e	1	1	1	1	1	1	1	1	1	1	1
M_RipG2_c	1	1	1	1	1	1	1	1	1	1	1
M_RipG2_e	1	1	1	1	1	1	1	1	1	1	1
M_RipG3_c	1	1	1	1	1	1	1	1	1	1	1
M_RipG3_e	1	1	1	1	1	1	1	1	1	1	1
M_RipG4_c	1	1	1	1	1	1	1	1	1	1	1
M_RipG4_e	1	1	1	1	1	1	1	1	1	1	1
M_RipG5_c	1	1	1	1	1	1	1	1	1	1	1
M_RipG5_e	1	1	1	1	1	1	1	1	1	1	1
M_RipG6_c	1	1	1	1	1	1	1	1	1	1	1
M_RipG6_e	1	1	1	1	1	1	1	1	1	1	1
M_RipG7_c	1	1	1	1	1	1	1	1	1	1	1
M_RipG7_e	1	1	1	1	1	1	1	1	1	1	1
M_RipH1_c	1	1	1	1	1	1	1	1	1	1	1
M_RipH1_e	1	1	1	1	1	1	1	1	1	1	1
M_RipH2_c	1	1	1	1	1	1	1	1	1	1	1
M_RipH2_e	1	1	1	1	1	1	1	1	1	1	1
M_RipH3_c	1	1	1	1	1	1	1	1	1	1	1
M_RipH3_e	1	1	1	1	1	1	1	1	1	1	1
M_RipI_c	1	1	1	1	1	1	1	1	1	1	1
M_RipI_e	1	1	1	1	1	1	1	1	1	1	1
M_RipJ_c	1	1	1	1	1	1	1	1	1	1	1
M_RipJ_e	1	1	1	1	1	1	1	1	1	1	1
M_RipK_c	1	1	1	1	1	1	1	1	1	1	1
M_RipK_e	1	1	1	1	1	1	1	1	1	1	1
M_RipL_c	1	1	1	1	1	1	1	1	1	1	1
M_RipL_e	1	1	1	1	1	1	1	1	1	1	1
M_RipM_c	1	1	1	1	1	1	1	1	1	1	1
M_RipM_e	1	1	1	1	1	1	1	1	1	1	1
M_RipN_c	1	1	1	1	1	1	1	1	1	1	1
M_RipN_e	1	1	1	1	1	1	1	1	1	1	1
M_RipO1_c	1	1	1	1	1	1	1	1	1	1	1
M_RipO1_e	1	1	1	1	1	1	1	1	1	1	1
M_RipP1_c	1	1	1	1	1	1	1	1	1	1	1
M_RipP1_e	1	1	1	1	1	1	1	1	1	1	1
M_RipP2_c	1	1	1	1	1	1	1	1	1	1	1
M_RipP2_e	1	1	1	1	1	1	1	1	1	1	1
M_RipQ_c	1	1	1	1	1	1	1	1	1	1	1
M_RipQ_e	1	1	1	1	1	1	1	1	1	1	1
M_RipR_c	1	1	1	1	1	1	1	1	1	1	1
M_RipR_e	1	1	1	1	1	1	1	1	1	1	1
M_RipS1_c	1	1	1	1	1	1	1	1	1	1	1
M_RipS1_e	1	1	1	1	1	1	1	1	1	1	1
M_RipS2_c	1	1	1	1	1	1	1	1	1	1	1
M_RipS2_e	1	1	1	1	1	1	1	1	1	1	1
M_RipS3_c	1	1	1	1	1	1	1	1	1	1	1
M_RipS3_e	1	1	1	1	1	1	1	1	1	1	1
M_RipS4_c	1	1	1	1	1	1	1	1	1	1	1
M_RipS4_e	1	1	1	1	1	1	1	1	1	1	1
M_RipS5_c	1	1	1	1	1	1	1	1	1	1	1
M_RipS5_e	1	1	1	1	1	1	1	1	1	1	1
M_RipS6_c	1	1	1	1	1	1	1	1	1	1	1
M_RipS6_e	1	1	1	1	1	1	1	1	1	1	1
M_RipTAL_c	1	1	1	1	1	1	1	1	1	1	1
M_RipTAL_e	1	1	1	1	1	1	1	1	1	1	1
M_RipTPS_c	1	1	1	1	1	1	1	1	1	1	1
M_RipTPS_e	1	1	1	1	1	1	1	1	1	1	1
M_RipT_c	1	1	1	1	1	1	1	1	1	1	1
M_RipT_e	1	1	1	1	1	1	1	1	1	1	1
M_RipU2_c	1	1	1	1	1	1	1	1	1	1	1
M_RipU2_e	1	1	1	1	1	1	1	1	1	1	1
M_RipV1_c	1	1	1	1	1	1	1	1	1	1	1
M_RipV1_e	1	1	1	1	1	1	1	1	1	1	1
M_RipW_c	1	1	1	1	1	1	1	1	1	1	1
M_RipW_e	1	1	1	1	1	1	1	1	1	1	1
M_RipX_c	1	1	1	1	1	1	1	1	1	1	1
M_RipX_e	1	1	1	1	1	1	1	1	1	1	1
M_RipY_c	1	1	1	1	1	1	1	1	1	1	1
M_RipY_e	1	1	1	1	1	1	1	1	1	1	1
M_RipZ_c	1	1	1	1	1	1	1	1	1	1	1
M_RipZ_e	1	1	1	1	1	1	1	1	1	1	1
M_Rsl2_c	1	1	1	1	1	1	1	1	1	1	1
M_Rsl2_e	1	1	1	1	1	1	1	1	1	1	1
M_Rsl2_p	1	1	1	1	1	1	1	1	1	1	1
M_Rsl_c	1	1	1	1	1	1	1	1	1	1	1
M_Rsl_e	1	1	1	1	1	1	1	1	1	1	1
M_Rsl_p	1	1	1	1	1	1	1	1	1	1	1
M_Sfglutth_c	1	1	1	1	1	1	1	1	1	1	1
M_Ss_p	1	1	1	1	1	1	1	1	1	1	1
M_Tek2_28kd_e	1	1	1	1	1	1	1	1	1	1	1
M_Tek2_c	1	1	1	1	1	1	1	1	1	1	1
M_Tek2_p	1	1	1	1	1	1	1	1	1	1	1
M_Tek_28kd_e	1	1	1	1	1	1	1	1	1	1	1
M_Tek_c	1	1	1	1	1	1	1	1	1	1	1
M_Tek_p	1	1	1	1	1	1	1	1	1	1	1
M_aacald_c	1	1	1	1	1	1	1	1	1	1	1
M_aacoa_c	1	1	1	1	1	1	1	1	1	1	1
M_aagcya_c	1	1	1	1	1	0	1	1	1	1	1
M_ac12glucan_C13_c	1	1	1	1	1	1	1	1	1	1	1
M_acACP_c	1	1	1	1	1	1	1	1	1	1	1
M_ac_c	1	1	1	1	1	1	1	1	1	1	1
M_ac_e	1	1	1	1	1	1	1	1	1	1	1
M_ac_p	1	1	1	1	1	1	1	1	1	1	1
M_acac_c	1	1	1	1	1	1	1	1	1	1	1
M_acade_c	1	1	1	1	1	1	1	1	1	1	1
M_acald_c	1	1	1	1	1	1	1	1	1	1	1
M_accoa_c	1	1	1	1	1	1	1	1	1	1	1
M_acetol_c	1	1	1	1	1	1	1	1	1	1	1
M_acfv_e	1	1	1	1	1	1	1	1	1	1	1
M_acfv_p	1	1	1	1	1	1	1	1	1	1	1
M_acg5p_c	1	1	1	1	1	1	1	1	1	1	1
M_acg5sa_c	1	1	1	1	1	1	1	1	1	1	1
M_acgam1p_c	1	1	1	1	1	1	1	1	1	1	1
M_acgam6p_c	1	1	1	1	1	1	1	1	1	1	1
M_acgam_c	1	1	1	1	1	1	1	1	1	1	1
M_acglu_c	1	1	1	1	1	1	1	1	1	1	1
M_acglu_e	1	1	1	1	1	1	1	1	1	1	1
M_acglu_p	1	1	1	1	1	1	1	1	1	1	1
M_acglucan_c	1	1	1	1	1	1	1	1	1	1	1
M_acglucan_p	1	1	1	1	1	1	1	1	1	1	1
M_achms_c	1	1	1	1	1	1	1	1	1	1	1
M_acmana_c	1	1	1	1	1	1	1	1	1	1	1
M_acmanap_c	1	1	1	1	1	1	1	1	1	1	1
M_acmet_c	1	1	1	1	1	1	1	1	1	1	1
M_acmum6p_c	1	1	1	1	1	1	1	1	1	1	1
M_acon_C_c	1	1	1	1	1	1	1	1	1	1	1
M_acon_C_e	1	1	1	1	1	1	1	1	1	1	1
M_acon_C_p	1	1	1	1	1	1	1	1	1	1	1
M_acorn_c	1	1	1	1	1	1	1	1	1	1	1
M_acpc_e	1	1	1	1	1	1	1	1	1	1	1
M_acpc_p	1	1	1	1	1	1	1	1	1	1	1
M_acryl_c	1	1	1	1	1	1	1	1	1	1	1
