ids	RSBA7	RSBDBR229	RSCFB2957	RSGMI1000	RSK60	RSMOLK2	RSPSI07	RSPSS4	RSR24	RSRUN2340	RSUW551
R_FACOAL180t2pp	1	1	1	1	1	1	1	1	1	1	1
R_FACOAL181t2pp	1	1	1	1	1	1	1	1	1	1	1
R_FACOAL60t2pp	1	1	1	1	1	1	1	1	1	1	1
R_FACOAL80t2pp	1	1	1	1	1	1	1	1	1	1	1
R_FADE233	1	1	1	1	1	1	1	1	1	1	1
R_FALDH2	1	1	1	1	1	1	1	1	1	1	1
R_FALDep	1	1	1	1	1	1	1	1	1	1	1
R_FALDtex	1	1	1	1	1	1	1	1	1	1	1
R_FALDtpp	1	1	1	1	1	1	1	1	1	1	1
R_FALGTHLs	1	1	1	1	1	1	1	1	1	1	1
R_FBA	1	1	1	1	1	1	1	1	1	1	1
R_FBACS	1	1	1	1	1	1	1	1	1	1	1
R_FBACabcpp	0	0	0	1	0	1	0	1	0	0	1
R_FBMO1	1	1	1	1	1	1	1	1	1	1	1
R_FBMO10	1	1	1	1	1	1	1	1	1	1	1
R_FBMO11	1	1	1	1	1	1	1	1	1	1	1
R_FBMO12	1	1	1	1	1	1	1	1	1	1	1
R_FBMO13	1	1	1	1	1	1	1	1	1	1	1
R_FBMO14	1	1	1	1	1	1	1	1	1	1	1
R_FBMO15	1	1	1	1	1	1	1	1	1	1	1
R_FBMO15p	1	1	1	1	1	1	1	1	1	1	1
R_FBMO2	1	1	1	1	1	1	1	1	1	1	1
R_FBMO3	1	1	1	1	1	1	1	1	1	1	1
R_FBMO5	1	1	1	1	1	1	1	1	1	1	1
R_FBMO6	1	1	1	1	1	1	1	1	1	1	1
R_FBMO7	1	1	1	1	1	1	1	1	1	1	1
R_FBMO8	1	1	1	1	1	1	1	1	1	1	1
R_FBMO9	1	1	1	1	1	1	1	1	1	1	1
R_FBP	1	1	1	1	1	1	1	1	1	1	1
R_FCLT	1	1	1	1	1	1	1	1	1	1	1
R_FCOAHA	1	0	1	1	0	1	1	1	1	1	1
R_FDH	1	1	1	1	1	1	1	1	1	1	1
R_FDH6	1	1	1	1	1	1	1	1	1	1	1
R_FDMO	0	1	0	1	1	1	1	1	1	1	1
R_FDMO2	0	1	0	1	1	1	1	1	1	1	1
R_FDMO3	0	1	0	1	1	1	1	1	1	1	1
R_FDMO4	0	1	0	1	1	1	1	1	1	1	1
R_FDMO5	0	1	0	1	1	1	1	1	1	1	1
R_FDMO6	0	1	0	1	1	1	1	1	1	1	1
R_FDR	1	1	1	1	1	1	1	1	1	1	1
R_FE2abcpp	1	1	1	1	1	1	1	1	1	1	1
R_FE2t2pp	1	1	1	1	1	1	1	1	1	1	1
R_FE2t3pp	1	1	1	1	1	1	1	1	1	1	1
R_FE2tex	1	1	1	1	1	1	1	1	1	1	1
R_FE3DCIT2abcpp	0	1	0	0	0	1	1	0	1	0	1
R_FE3DCITabcpp	0	1	0	0	0	1	1	0	1	0	1
R_FE3Gabcpp	1	1	1	1	1	1	1	1	1	1	1
R_FE3HOXabcpp	0	0	0	0	0	0	0	0	1	0	0
R_FE3tex	1	1	1	1	1	1	1	1	1	1	1
R_FECRMR4	1	1	1	1	1	1	1	1	1	1	1
R_FECRMUtex	1	1	1	1	1	1	1	1	1	1	1
R_FECRMUtpp	1	1	1	1	1	1	1	1	1	1	1
R_FECRMabcpp	1	1	1	1	1	1	1	1	1	1	1
R_FECRMexs	1	1	1	1	1	1	1	1	1	1	1
R_FECRMtonex	1	1	1	1	1	1	1	1	1	1	1
R_FEENTER2tpp	1	1	1	1	1	1	1	1	1	1	1
R_FEENTERabcpp	0	0	0	0	0	0	0	0	1	0	0
R_FEMINE	1	1	1	1	1	1	1	1	1	1	1
R_FEOXAMabcpp	0	1	0	0	0	1	1	0	1	0	1
R_FEOXpp	0	0	0	1	1	1	1	1	1	1	0
R_FEROpp	1	1	1	1	1	1	1	1	1	1	1
R_FERULCOAS	1	0	1	1	0	1	1	1	1	1	1
R_FERtex	1	1	1	1	1	1	1	1	1	1	1
R_FERtpp	1	1	1	1	1	1	1	1	1	1	1
R_FESR	0	0	0	1	0	0	0	1	0	1	0
R_FEex	1	0	1	0	1	1	0	0	0	1	1
R_FEpp	1	0	1	0	1	1	0	0	0	1	1
R_FFSD	1	1	1	1	1	1	1	1	1	1	1
R_FGLU	1	1	1	1	1	1	1	1	1	1	1
R_FHL	0	0	0	0	0	0	0	0	1	0	0
R_FKYNH	1	1	1	1	1	1	1	1	1	1	1
R_FLBZDD	0	0	0	0	0	0	0	1	0	0	0
R_FLVR	1	1	1	1	1	1	1	1	1	1	1
R_FLVRx	1	1	1	1	1	1	1	1	1	1	1
R_FMETDFpept	1	1	1	1	1	1	1	1	1	1	1
R_FMETTRS	1	1	1	1	1	1	1	1	1	1	1
R_FMNAT	1	1	1	1	1	1	1	1	1	1	1
R_FMNRx	1	1	1	1	1	1	1	1	1	1	1
R_FMNRx2	1	1	1	1	1	1	1	1	1	1	1
R_FOLR2	1	1	1	1	1	1	1	1	1	1	1
R_FOMETRi	1	1	1	1	1	1	1	1	1	1	1
R_FORA	0	0	0	1	0	0	0	1	0	1	0
R_FORtex	1	1	1	1	1	1	1	1	1	1	1
R_FORtppi	1	1	1	1	1	1	1	1	1	1	1
R_FRUK	1	1	1	1	1	1	1	1	1	1	1
R_FRUP	1	1	1	1	1	1	1	1	1	1	1
R_FRUpts2pp	1	1	1	1	1	1	1	1	1	1	1
R_FRUptspp	1	1	1	1	1	1	1	1	1	1	1
R_FRUtex	1	1	1	1	1	1	1	1	1	1	1
R_FTHFCL	1	1	1	1	1	1	1	1	1	1	1
R_FTHFD	1	1	1	1	1	1	1	1	1	1	1
R_FTHFD_glu	1	1	1	1	1	1	1	1	1	1	1
R_FTOLAM	1	1	1	0	1	1	1	0	1	1	1
R_FUM	1	1	1	1	1	1	1	1	1	1	1
R_FUMAC	1	1	1	1	1	1	1	1	1	1	1
R_FUMAH	1	1	1	1	1	1	1	1	1	1	1
R_FUMt2_2pp	1	1	1	1	1	1	1	1	1	1	1
R_FUMt2r	0	1	0	0	0	0	1	0	1	0	0
R_FUMtex	1	1	1	1	1	1	1	1	1	1	1
R_FUSAtex	1	1	1	1	1	1	1	1	1	1	1
R_FUSAtpp	1	1	1	1	1	1	1	1	1	1	1
R_Fenton_c	1	1	1	1	1	1	1	1	1	1	1
R_Fenton_e	1	1	1	1	1	1	1	1	1	1	1
R_Fenton_p	1	1	1	1	1	1	1	1	1	1	1
R_Ftpp	1	1	1	1	1	1	1	1	1	1	1
R_Fusarteff	1	1	1	1	1	1	1	1	1	1	1
R_Fusartex	1	1	1	1	1	1	1	1	1	1	1
R_G1DH	0	1	0	1	0	0	1	1	0	1	0
R_G1PACT	1	1	1	1	1	1	1	1	1	1	1
R_G1PP	0	0	1	0	0	0	0	0	0	0	0
R_G1PTT	1	1	1	1	1	1	1	1	1	1	1
R_G1SAT	1	1	1	1	1	1	1	1	1	1	1
R_G2PP	1	1	1	1	1	1	1	1	1	1	1
R_G3PCT	1	1	1	1	1	1	1	1	1	1	1
R_G3PCabcpp	1	1	1	1	1	1	1	1	1	1	1
R_G3PCtex	1	1	1	1	1	1	1	1	1	1	1
R_G3PD2	1	1	1	1	1	1	1	1	1	1	1
R_G3PD5	1	1	1	1	1	1	1	1	1	1	1
R_G3PEabcpp	1	1	1	1	1	1	1	1	1	1	1
R_G3PEtex	1	1	1	1	1	1	1	1	1	1	1
R_G3PGabcpp	1	1	1	1	1	1	1	1	1	1	1
R_G3PGtex	1	1	1	1	1	1	1	1	1	1	1
R_G3PIabcpp	1	1	1	1	1	1	1	1	1	1	1
R_G3PItex	1	1	1	1	1	1	1	1	1	1	1
R_G3PSabcpp	1	1	1	1	1	1	1	1	1	1	1
R_G3PStex	1	1	1	1	1	1	1	1	1	1	1
R_G5SADs	1	1	1	1	1	1	1	1	1	1	1
R_G5SD	1	1	1	1	1	1	1	1	1	1	1
R_G6PDH2r	1	1	1	1	1	1	1	1	1	1	1
R_G6PI_1	1	1	1	1	1	1	1	1	1	1	1
R_G6PP	0	0	1	0	0	0	0	0	0	0	0
R_GADH	1	1	1	1	0	1	1	1	1	0	1
R_GALCTD	1	1	1	1	1	1	1	1	1	1	1
R_GALCTND	0	1	0	1	0	0	1	1	1	1	0
R_GALCTNtex	1	1	1	1	1	1	1	1	1	1	1
R_GALCTt2rpp	1	1	1	1	1	1	1	1	1	1	1
R_GALCTtex	1	1	1	1	1	1	1	1	1	1	1
R_GALDTNDabcpp	1	1	1	1	1	1	1	1	1	1	1
R_GALKr	1	1	1	1	1	1	1	1	1	1	1
R_GALOR	1	1	1	1	1	1	1	1	1	1	1
R_GALTabcpp	1	1	1	1	1	1	1	1	1	1	1
R_GALTtex	1	1	1	1	1	1	1	1	1	1	1
R_GALURDH	1	1	1	1	1	1	1	1	1	1	1
R_GALURt2r	1	1	1	1	0	1	1	1	1	0	1
R_GALURt2rpp	1	1	1	1	1	1	1	1	1	1	1
R_GALURtex	1	1	1	1	1	1	1	1	1	1	1
R_GALUi	1	1	1	1	1	1	1	1	1	1	1
R_GALabcpp	1	1	1	1	1	1	1	1	1	1	1
R_GALtex	1	1	1	1	1	1	1	1	1	1	1
R_GAPD	1	1	1	1	1	1	1	1	1	1	1
R_GARFT	1	1	1	1	1	1	1	1	1	1	1
R_GBDM	0	0	0	1	0	0	0	1	0	0	0
R_GBEZ	1	1	1	1	1	1	1	1	0	1	1
R_GCALDD	1	1	1	1	1	1	1	1	1	1	1
R_GDDMR	0	0	0	0	0	0	1	0	0	0	0
R_GDH1	1	1	1	0	1	1	1	0	1	0	1
R_GDPDPK	1	1	1	1	1	1	1	1	1	1	1
R_GDPTPDP	1	1	1	1	1	1	1	1	1	1	1
R_GENDO	1	1	0	1	0	1	1	1	0	1	1
R_GENTCOAH	1	1	1	1	1	1	1	1	1	1	1
R_GF6PTA	1	1	1	1	1	1	1	1	1	1	1
R_GGGABADr	1	1	1	1	1	1	1	1	1	1	1
R_GGPTRCO	1	1	1	1	1	1	1	1	1	1	1
R_GHBDHx	1	1	1	1	1	1	1	1	1	1	1
R_GHMT2r	1	1	1	1	1	1	1	1	1	1	1
R_GHMT2r_glu	1	1	1	1	1	1	1	1	1	1	1
R_GK1	1	1	1	1	1	1	1	1	1	1	1
R_GK2	1	1	1	1	1	1	1	1	1	1	1
R_GLCFRUOXRpp	1	1	1	1	1	1	1	1	1	1	1
R_GLCGSD_2	1	1	1	1	1	1	1	1	1	1	1
R_GLCGSD_e_	1	1	1	1	1	1	1	1	1	1	1
R_GLCNt2rpp	1	1	1	1	1	1	1	1	1	1	1
R_GLCNtex	1	1	1	1	1	1	1	1	1	1	1
R_GLCRD	1	1	1	1	1	1	1	1	1	1	1
R_GLCRt2rpp	1	1	1	1	1	1	1	1	1	1	1
R_GLCRtex	1	1	1	1	1	1	1	1	1	1	1
R_GLCS1	1	1	1	1	1	1	1	1	1	1	1
R_GLCURDH	1	1	1	1	1	1	1	1	1	1	1
R_GLCURt2r	1	1	1	1	0	1	1	1	1	0	1
R_GLCURt2rpp	1	1	1	1	1	1	1	1	1	1	1
R_GLCURtex	1	1	1	1	1	1	1	1	1	1	1
R_GLCabcpp	1	1	1	1	1	1	1	1	1	1	1
R_GLCtex	1	1	1	1	1	1	1	1	1	1	1
R_GLDBRAN2	1	0	1	1	1	1	1	1	0	1	1
R_GLGC	1	1	1	1	1	1	1	1	1	1	1
R_GLNGLUabcpp	1	1	1	1	1	1	1	1	1	1	1
R_GLNGLUtex	1	1	1	1	1	1	1	1	1	1	1
R_GLNGLYabcpp	1	1	1	1	1	1	1	1	1	1	1
R_GLNGLYtex	1	1	1	1	1	1	1	1	1	1	1
R_GLNS	1	1	1	1	1	1	1	1	1	1	1
R_GLNTRA	1	1	1	1	1	1	1	1	1	1	1
R_GLNTRS	1	1	1	1	1	1	1	1	1	1	1
R_GLNabcpp	1	1	1	1	1	1	1	1	1	1	1
R_GLNtex	1	1	1	1	1	1	1	1	1	1	1
R_GLTN2c	1	1	1	1	1	1	1	1	1	1	1
R_GLTN2pp	1	0	1	1	1	1	0	1	0	0	0
R_GLU5K	1	1	1	1	1	1	1	1	1	1	1
R_GLUCD3	1	1	1	1	1	1	1	1	1	1	1
R_GLUCYS	1	1	1	1	1	1	1	1	1	1	1
R_GLUDt2pp	1	1	1	1	1	1	1	1	1	1	1
R_GLUDtex	1	1	1	1	1	1	1	1	1	1	1
R_GLUDxi	1	1	1	1	1	1	1	1	1	1	1
R_GLUDy	1	0	0	0	0	0	0	0	0	0	0
R_GLUN	1	1	1	1	1	1	1	1	1	1	1
R_GLUNpp	1	1	1	1	1	1	1	1	1	1	1
R_GLUPRT	1	1	1	1	1	1	1	1	1	1	1
R_GLUR	1	1	1	1	1	1	1	1	1	1	1
R_GLUSy	1	1	1	1	1	1	1	1	1	1	1
R_GLUTRR	1	1	1	1	1	1	1	1	1	1	1
R_GLUTRS	1	1	1	1	1	1	1	1	1	1	1
R_GLUTRSasp	1	1	1	1	1	1	1	1	1	1	1
R_GLUabcpp	1	1	1	1	1	1	1	1	1	1	1
R_GLUt2rpp	1	1	1	1	1	1	1	1	1	1	1
R_GLUtex	1	1	1	1	1	1	1	1	1	1	1
R_GLXCL	1	1	1	1	0	1	1	1	1	0	1
R_GLYALDDr	1	1	1	1	1	1	1	1	1	1	1
R_GLYAT	1	0	1	1	1	1	0	1	0	1	1
R_GLYBabcpp	1	1	1	1	1	1	1	1	1	1	1
R_GLYBt2pp	1	1	1	1	1	1	1	1	1	1	1
R_GLYBt3pp	0	0	0	0	0	0	1	0	0	0	0
R_GLYBtex	1	1	1	1	1	1	1	1	1	1	1
R_GLYC2Pabcpp	1	1	1	1	1	1	1	1	1	1	1
R_GLYC2Ptex	1	1	1	1	1	1	1	1	1	1	1
R_GLYC3Pabcpp	1	1	1	1	1	1	1	1	1	1	1
R_GLYC3Ptex	1	1	1	1	1	1	1	1	1	1	1
R_GLYCAt2rpp	1	1	1	1	1	1	1	1	1	1	1
R_GLYCAtex	1	1	1	1	1	1	1	1	1	1	1
R_GLYCK	1	1	1	1	1	1	1	1	1	1	1
R_GLYCL	1	1	1	1	1	1	1	1	1	1	1
R_GLYCLTDx	1	1	1	1	1	1	1	1	1	1	1
R_GLYCLTDy	1	1	1	1	1	1	1	1	1	1	1
R_GLYCLTt2rpp	1	1	1	1	1	1	1	1	1	1	1
R_GLYCLTt4pp	1	1	1	1	1	1	1	1	1	1	1
R_GLYCLTtex	1	1	1	1	1	1	1	1	1	1	1
R_GLYCL_glu	1	1	1	1	1	1	1	1	1	1	1
R_GLYCTO1	1	1	1	1	1	1	1	1	1	1	1
R_GLYCTO1p	1	1	1	1	1	1	1	1	1	1	1
R_GLYCTO2	1	1	1	1	1	1	1	1	1	1	1
R_GLYCabcpp	1	1	1	1	1	1	1	1	1	1	1
R_GLYCtex	1	1	1	1	1	1	1	1	1	1	1
R_GLYCtpp	1	1	1	1	1	1	1	1	1	1	1
R_GLYGLNabcpp	1	1	1	1	1	1	1	1	1	1	1
R_GLYGLNtex	1	1	1	1	1	1	1	1	1	1	1
R_GLYK	1	1	1	1	1	1	1	1	1	1	1
R_GLYOX	1	1	1	1	1	1	1	1	1	1	1
R_GLYOX3	1	0	1	0	1	0	0	0	0	1	1
R_GLYTRS	1	1	1	1	1	1	1	1	1	1	1
R_GLYt2pp	1	1	1	1	1	1	1	1	1	1	1
R_GLYtex	1	1	1	1	1	1	1	1	1	1	1
R_GMAND	0	0	0	0	0	0	1	0	0	0	0
R_GMHEPAT	1	1	1	1	1	1	1	1	1	1	1
R_GMHEPK	1	1	1	1	1	1	1	1	1	1	1
R_GMHEPPA	1	1	1	1	1	1	1	1	1	1	1
R_GMPS2	1	1	1	1	1	1	1	1	1	1	1
R_GNIDpp	1	1	1	1	1	1	1	1	1	1	1
R_GNIDtex	1	1	1	1	1	1	1	1	1	1	1
R_GNK	1	1	1	1	1	1	1	1	1	1	1
R_GNNUC	1	1	1	1	0	0	1	1	1	0	0
R_GOOR1	0	1	0	0	0	1	1	0	1	0	1
R_GOOR2	0	1	0	0	0	1	1	0	1	0	1
R_GOX	1	1	1	1	1	1	1	1	1	1	1
R_GP4GH	1	1	1	1	1	1	1	1	1	1	1
R_GPDDA1	1	1	1	1	1	1	1	1	1	1	1
R_GPDDA1pp	1	1	1	1	1	1	1	1	1	1	1
R_GPDDA2	1	1	1	1	1	1	1	1	1	1	1
R_GPDDA2pp	1	1	1	1	1	1	1	1	1	1	1
R_GPDDA3	1	1	1	1	1	1	1	1	1	1	1
R_GPDDA3pp	1	1	1	1	1	1	1	1	1	1	1
R_GPDDA4	1	1	1	1	1	1	1	1	1	1	1
R_GPDDA4pp	1	1	1	1	1	1	1	1	1	1	1
R_GPDDA5	1	1	1	1	1	1	1	1	1	1	1
R_GPDDA5pp	1	1	1	1	1	1	1	1	1	1	1
R_GRTT	1	1	1	1	1	1	1	1	1	1	1
R_GRXR	1	1	1	1	1	1	1	1	1	1	1
R_GSNt2pp	1	1	1	1	1	1	1	1	1	1	1
R_GSNt3pp	1	1	1	1	0	0	1	1	0	0	0
R_GSNtex	1	1	1	1	1	1	1	1	1	1	1
R_GTADT2	1	1	1	1	1	1	1	1	1	1	1
R_GTDR	0	0	1	1	1	0	0	1	1	0	0
R_GTHOXtex	1	1	1	1	1	1	1	1	1	1	1
R_GTHOr	1	1	1	1	1	1	1	1	1	1	1
R_GTHPe	1	1	1	1	1	1	1	1	1	1	1
R_GTHPi	1	1	1	1	1	1	1	1	1	1	1
R_GTHRDHpp	1	1	1	1	1	1	1	1	1	1	1
R_GTHRDabcpp	1	1	1	1	1	1	1	1	1	1	1
R_GTHRDtex	1	1	1	1	1	1	1	1	1	1	1
R_GTHS	1	1	1	1	1	1	1	1	1	1	1
R_GTPCI	1	1	1	1	1	1	1	1	1	1	1
R_GTPCII	1	1	1	1	1	1	1	1	1	1	1
R_GTPDPK	1	1	1	1	1	1	1	1	1	1	1
R_GUACYC	1	0	1	1	1	1	1	1	1	1	1
R_GUAD	1	1	1	1	1	1	1	1	1	1	1
R_GUAPRT	1	1	1	1	1	1	1	1	1	1	1
R_GUAtpp	1	1	1	1	1	1	1	1	1	1	1
R_H2O2FERR	1	1	1	1	1	1	1	1	1	1	1
R_H2O2FERR_minfe2	1	1	1	1	1	1	1	1	1	1	1
R_H2O2tex	1	1	1	1	1	1	1	1	1	1	1
R_H2O2tpp	1	1	1	1	1	1	1	1	1	1	1
R_H2O_c	1	1	1	1	1	1	1	1	1	1	1
R_H2O_e	1	1	1	1	1	1	1	1	1	1	1
R_H2O_p	1	1	1	1	1	1	1	1	1	1	1
R_H2Otex	1	1	1	1	1	1	1	1	1	1	1
R_H2Otpp	1	1	1	1	1	1	1	1	1	1	1
R_H2SH2O2_c	1	1	1	1	1	1	1	1	1	1	1
R_H2SH2O2_e	1	1	1	1	1	1	1	1	1	1	1
R_H2SH2O2_p	1	1	1	1	1	1	1	1	1	1	1
R_H2St1pp	1	1	1	1	1	1	1	1	1	1	1
R_H2Stex	1	1	1	1	1	1	1	1	1	1	1
R_HACD1	1	1	1	1	1	1	1	1	1	1	1
R_HACD2	1	1	1	1	1	1	1	1	1	1	1
R_HACD3	1	1	1	1	1	1	1	1	1	1	1
R_HACD4	1	1	1	1	1	1	1	1	1	1	1
R_HACD5	1	1	1	1	1	1	1	1	1	1	1
R_HACD6	1	1	1	1	1	1	1	1	1	1	1
R_HACD7	1	1	1	1	1	1	1	1	1	1	1
R_HACD8i	1	1	1	1	1	1	1	1	1	1	1
R_HACDHG	1	1	1	1	1	1	1	1	1	1	1
R_HADPCOADH3	1	1	1	1	1	1	1	1	1	1	1
R_HATRAZE1	0	1	0	1	1	1	1	1	1	0	1
R_HATRAZE2	0	1	0	1	1	1	1	1	1	0	1
R_HBDH	1	1	1	1	1	1	1	1	1	1	1
R_HBZOPT	1	1	1	1	1	1	1	1	1	1	1
R_HCINNMt2rpp	0	1	0	1	0	1	1	1	0	1	1
R_HCINNMtex	1	1	1	1	1	1	1	1	1	1	1
R_HCO3E	1	1	1	1	1	1	1	1	1	1	1
R_HCOMODA	0	0	0	1	0	0	0	1	0	0	0
R_HDCAtexi	1	1	1	1	1	1	1	1	1	1	1
R_HDCEAtexi	1	1	1	1	1	1	1	1	1	1	1
R_HEMEOS	1	1	1	1	1	1	1	1	1	1	1
R_HEPT5	1	1	1	1	1	1	1	1	1	1	1
R_HEPT5KO	1	1	1	1	1	1	1	1	1	1	1
R_HEPTHSLACtex	1	1	1	1	1	1	1	1	1	1	1
R_HEX1	1	1	1	1	1	1	1	1	1	1	1
R_HEX7	1	1	1	1	1	1	1	1	1	1	1
R_HEXHSLACtex	1	1	1	1	1	1	1	1	1	1	1
R_HEXHSLACtpp	1	1	1	1	1	1	1	1	1	1	1
R_HG2abcpp	1	0	1	1	1	1	1	1	1	1	1
R_HG2t3pp	1	1	1	1	1	1	1	1	1	1	1
R_HG2tex	1	1	1	1	1	1	1	1	1	1	1
R_HG2tppi	1	1	1	1	1	1	1	1	1	1	1
R_HGNTOR	1	1	1	1	1	1	1	1	1	1	1
R_HGYDAS	1	0	1	1	1	1	1	1	1	1	1
R_HGt	1	1	1	1	1	1	1	1	1	1	1
R_HHEP24DDH	1	1	1	1	1	1	1	1	1	1	1
R_HIBDkt	1	0	1	1	1	1	1	1	1	1	1
R_HIBHrm	1	1	1	1	1	1	1	1	1	1	1
R_HISDr	1	1	1	1	1	1	1	1	1	1	1
R_HISTADH	1	1	1	1	1	1	1	1	1	1	1
R_HISTD	1	1	1	1	1	1	1	1	1	1	1
R_HISTP	1	1	1	1	1	1	1	1	1	1	1
R_HISTRS	1	1	1	1	1	1	1	1	1	1	1
R_HISabcpp	1	1	1	1	1	1	1	1	1	1	1
R_HISt2rpp	1	1	1	1	1	1	1	1	1	1	1
R_HIStex	1	1	1	1	1	1	1	1	1	1	1
R_HIUHase	1	1	1	1	1	1	1	1	1	1	1
R_HKNDDH	1	1	1	1	1	1	1	1	1	1	1
R_HKNTDH	1	1	1	1	1	1	1	1	1	1	1
R_HKYNH	1	1	1	1	1	1	1	1	1	1	1
R_HMBS	1	1	1	1	1	1	1	1	1	1	1
R_HMGL	1	1	1	1	1	1	1	1	1	1	1
R_HMPK1	1	1	1	1	1	1	1	1	1	1	1
R_HMR_0180	1	0	0	0	0	0	0	0	1	1	1
R_HMR_6786	1	1	1	1	1	1	1	1	1	1	1
R_HMSD	0	0	0	1	0	0	0	1	0	0	0
R_HNO2_c	1	1	1	1	1	1	1	1	1	1	1
R_HOMt2pp	1	1	1	1	1	1	1	1	1	1	1
R_HOMtex	1	1	1	1	1	1	1	1	1	1	1
R_HOPNTAL	1	1	1	1	1	1	1	1	1	1	1
R_HOVA	1	1	1	1	1	1	1	1	1	1	1
R_HPA3MO	1	1	1	1	1	1	1	1	1	1	1
R_HPACOAT	1	1	1	1	1	1	1	1	1	1	1
R_HPAtex	1	1	1	1	1	1	1	1	1	1	1
R_HPHL	1	1	1	1	1	1	1	1	1	1	1
R_HPPH	0	1	0	0	0	0	1	0	1	0	0
R_HPPK2	1	1	1	1	1	1	1	1	1	1	1
R_HPPPNDO	1	1	1	1	1	1	1	1	1	1	1
R_HPPPNt2rpp	0	1	0	1	0	1	1	1	0	1	1
R_HPPPNtex	1	1	1	1	1	1	1	1	1	1	1
R_HPYRI	1	1	1	1	1	1	1	1	1	1	1
R_HPYRP	1	1	1	1	1	1	1	1	1	1	1
R_HPYRRx	1	1	1	1	1	1	1	1	1	1	1
R_HPYRRy	1	1	1	1	1	1	1	1	1	1	1
R_HSDy	1	1	1	1	1	1	1	1	1	1	1
R_HSERTA	1	1	1	1	1	1	1	1	1	1	1
R_HSK	1	1	1	1	1	1	1	1	1	1	1
R_HSLACtex	1	1	1	1	1	1	1	1	1	1	1
R_HSTPTr	1	1	1	1	1	1	1	1	1	1	1
R_HWr_c	1	1	1	1	1	1	1	1	1	1	1
R_HWr_e	1	1	1	1	1	1	1	1	1	1	1
R_HWr_p	1	1	1	1	1	1	1	1	1	1	1
R_HXAND	1	1	1	1	1	1	1	1	1	1	1
R_HXANt2pp	1	1	1	1	1	1	1	1	1	1	1
R_HXAtex	1	1	1	1	1	1	1	1	1	1	1
R_HXPRT	1	1	1	1	1	1	1	1	1	1	1
R_HYD1pp	0	0	0	0	0	0	0	0	1	0	0
R_HYDRTS	1	1	1	1	1	0	1	1	1	1	1
R_HYXNtex	1	1	1	1	1	1	1	1	1	1	1
R_HYXNtpp	1	1	1	1	1	1	1	1	1	1	1
R_Htex	1	1	1	1	1	1	1	1	1	1	1
R_I2FE2SR	1	1	1	1	1	1	1	1	1	1	1
R_I2FE2SS	1	1	1	1	1	1	1	1	1	1	1
R_I2FE2SS2	1	1	1	1	1	1	1	1	1	1	1
R_I2FE2ST	1	1	1	1	1	1	1	1	1	1	1
R_I4FE4SR	1	1	1	1	1	1	1	1	1	1	1
R_I4FE4ST	1	1	1	1	1	1	1	1	1	1	1
R_IADtex	1	1	1	1	1	1	1	1	1	1	1
R_IADtpp	1	1	1	1	1	1	1	1	1	1	1
R_ICDHyr	1	1	1	1	1	1	1	1	1	1	1
R_ICITtupp	1	1	1	1	1	1	1	1	1	1	1
R_ICL	1	1	1	1	1	1	1	1	1	1	1
R_ICYSDS	1	1	1	1	1	1	1	1	1	1	1
R_ID3ACALDtex	1	1	1	1	1	1	1	1	1	1	1
R_ID3ACALDtpp	1	1	1	1	1	1	1	1	1	1	1
R_IDOND	1	0	1	1	0	0	1	1	1	1	1
R_IDOND2	1	0	1	1	0	0	1	1	1	1	1
R_IDONt2rpp	1	1	1	1	1	1	1	1	1	1	1
R_IDONtex	1	1	1	1	1	1	1	1	1	1	1
R_IG3PS	1	1	1	1	1	1	1	1	1	1	1
R_IGPDH	1	1	1	1	1	1	1	1	1	1	1
R_IGPS	1	1	1	1	1	1	1	1	1	1	1
R_ILETA	1	1	1	1	1	1	1	1	1	1	1
R_ILETRS	1	1	1	1	1	1	1	1	1	1	1
R_ILEabcpp	1	1	1	1	1	1	1	1	1	1	1
R_ILEtex	1	1	1	1	1	1	1	1	1	1	1
R_IMACTD	1	1	1	1	1	1	1	1	1	1	1
R_IMLTAP	1	1	1	1	1	1	1	1	1	1	1
R_IMPC	1	1	1	1	1	1	1	1	1	1	1
R_IMPD	1	1	1	1	1	1	1	1	1	1	1
R_IND3ACLNtex	1	1	1	1	1	1	1	1	1	1	1
R_IND3ACLNtpp	1	1	1	1	1	1	1	1	1	1	1
R_IND3ACtex	1	1	1	1	1	1	1	1	1	1	1
R_IND3ACtpp	1	1	1	1	1	1	1	1	1	1	1
R_INDOLEt5	1	1	1	1	1	1	1	1	1	1	1
R_INDOLEt6	1	1	1	1	1	1	1	1	1	1	1
R_INOSTtpp	1	1	1	1	1	1	1	1	1	1	1
R_INS2D	1	1	1	1	1	1	1	1	0	1	1
R_INSEPIH	1	1	1	1	1	1	1	1	0	1	1
R_INSH	1	1	1	1	0	0	1	1	1	0	0
R_INSTtex	1	1	1	1	1	1	1	1	1	1	1
R_INSt2pp	1	1	1	1	1	1	1	1	1	1	1
R_INSt3pp	1	1	1	1	0	0	1	1	0	0	0
R_INStex	1	1	1	1	1	1	1	1	1	1	1
R_IPDDI	1	1	1	1	1	1	1	1	1	1	1
R_IPDPS	1	1	1	1	1	1	1	1	1	1	1
R_IPMD	1	1	1	1	1	1	1	1	1	1	1
R_IPPMIa	1	1	1	1	1	1	1	1	1	1	1
R_IPPMIb	1	1	1	1	1	1	1	1	1	1	1
R_IPPS	1	1	1	1	1	1	1	1	1	1	1
R_ISC4fe4s3d	1	1	1	1	1	1	1	1	1	1	1
