ids	RSBA7	RSBDBR229	RSCFB2957	RSGMI1000	RSK60	RSMOLK2	RSPSI07	RSPSS4	RSR24	RSRUN2340	RSUW551
R_APG3PAT140	1	1	1	1	1	1	1	1	1	1	1
R_APG3PAT141	1	1	1	1	1	1	1	1	1	1	1
R_APG3PAT160	1	1	1	1	1	1	1	1	1	1	1
R_APG3PAT161	1	1	1	1	1	1	1	1	1	1	1
R_APG3PAT180	1	1	1	1	1	1	1	1	1	1	1
R_APG3PAT181	1	1	1	1	1	1	1	1	1	1	1
R_APOLPPS	1	1	1	1	1	1	1	1	1	1	1
R_APPS3	1	1	1	1	1	1	1	1	1	1	1
R_APRAUR	1	1	1	1	1	1	1	1	1	1	1
R_ARBTNLR	1	1	1	1	1	1	1	1	1	1	1
R_ARBTNLSYN	1	1	1	1	1	1	1	1	1	1	1
R_ARBTNLabcpp	1	1	1	1	1	1	1	1	1	1	1
R_ARBTNLexs	1	1	1	1	1	1	1	1	1	1	1
R_ARBTNLtex	1	1	1	1	1	1	1	1	1	1	1
R_ARBTNLtonex	1	1	1	1	1	1	1	1	1	1	1
R_ARBTNLtpp	1	1	1	1	1	1	1	1	1	1	1
R_ARBTNabcpp	0	1	0	0	0	1	1	0	1	0	1
R_ARBabc	1	1	1	1	1	1	1	1	1	1	1
R_ARGDC	1	1	1	1	1	1	1	1	1	1	1
R_ARGN	1	1	1	1	1	1	1	1	1	1	1
R_ARGSL	1	1	1	1	1	1	1	1	1	1	1
R_ARGSS	1	1	1	1	1	1	1	1	1	1	1
R_ARGTRS	1	1	1	1	1	1	1	1	1	1	1
R_ARGabcpp	1	1	1	1	1	1	1	1	1	1	1
R_ARGt3pp	1	1	1	1	1	1	1	1	1	1	1
R_ARGtex	1	1	1	1	1	1	1	1	1	1	1
R_ASAD	1	1	1	1	1	1	1	1	1	1	1
R_ASNN	1	1	1	1	1	1	1	1	1	1	1
R_ASNNpp	1	1	1	1	1	1	1	1	1	1	1
R_ASNS1	1	1	1	1	1	1	1	1	1	1	1
R_ASNt2rpp	1	0	1	0	1	1	0	0	1	1	1
R_ASNtex	1	1	1	1	1	1	1	1	1	1	1
R_ASO3t8pp	1	1	1	1	1	1	1	1	1	1	1
R_ASO3tex	1	1	1	1	1	1	1	1	1	1	1
R_ASO4tex	1	1	1	1	1	1	1	1	1	1	1
R_ASO4tpc	1	1	1	1	1	1	1	1	1	1	1
R_ASP1DC	1	1	1	1	1	1	1	1	1	1	1
R_ASPALAabcpp	1	1	1	1	1	1	1	1	1	1	1
R_ASPALAtex	1	1	1	1	1	1	1	1	1	1	1
R_ASPASPabcpp	1	1	1	1	1	1	1	1	1	1	1
R_ASPASPtex	1	1	1	1	1	1	1	1	1	1	1
R_ASPCT	1	1	1	1	1	1	1	1	1	1	1
R_ASPGLNabcpp	1	1	1	1	1	1	1	1	1	1	1
R_ASPGLNtex	1	1	1	1	1	1	1	1	1	1	1
R_ASPGLUabcpp	1	1	1	1	1	1	1	1	1	1	1
R_ASPGLUtex	1	1	1	1	1	1	1	1	1	1	1
R_ASPK	1	1	1	1	1	1	1	1	1	1	1
R_ASPO1	1	1	1	1	1	1	1	1	1	1	1
R_ASPO5	1	1	1	1	1	1	1	1	1	1	1
R_ASPO6	1	1	1	1	1	1	1	1	1	1	1
R_ASPPROAS	1	1	1	1	0	1	1	1	0	0	0
R_ASPTA	1	1	1	1	1	1	1	1	1	1	1
R_ASPTRS	1	1	1	1	1	1	1	1	1	1	1
R_ASPVALabcpp	1	1	1	1	1	1	1	1	1	1	1
R_ASPVALtex	1	1	1	1	1	1	1	1	1	1	1
R_ASPabcpp	1	1	1	1	1	1	1	1	1	1	1
R_ASPt2pp	1	1	1	1	1	1	1	1	1	1	1
R_ASPtex	1	1	1	1	1	1	1	1	1	1	1
R_ASR_gr	1	1	1	1	1	1	1	1	1	1	1
R_ATHRDHr	1	1	1	1	1	1	1	1	1	1	1
R_ATPADT	0	1	0	0	0	0	1	0	1	0	0
R_ATPPRT	1	1	1	1	1	1	1	1	1	1	1
R_ATPS4rpp	1	1	1	1	1	1	1	1	1	1	1
R_BACCL	1	1	1	1	1	1	1	1	1	1	1
R_BALAt2pp	1	0	1	0	1	1	0	0	1	1	1
R_BCT1_syn	1	1	1	1	1	1	1	1	1	1	1
R_BDH	1	1	1	1	1	1	1	1	1	1	1
R_BETALDHx	1	1	1	1	1	1	1	1	1	1	1
R_BHBtpp	1	1	1	1	1	1	1	1	1	1	1
R_BIOMASS	1	1	1	1	1	1	1	1	1	1	1
R_BKAR2	0	0	0	0	0	0	0	1	0	0	0
R_BLACT_ampi_ext	1	1	1	1	1	1	1	1	1	1	1
R_BLACT_ext	1	1	1	1	1	1	1	1	1	1	1
R_BLUB	1	0	1	1	1	1	1	1	1	1	1
R_BPHEHA	1	1	1	1	1	1	1	1	1	1	1
R_BPHEHB	1	1	1	1	1	1	1	1	1	1	1
R_BPNT	1	1	1	1	1	1	1	1	1	1	1
R_BROMOSUCCt_2pp	1	1	1	1	1	1	1	1	1	1	1
R_BROMOSUCCtex	1	1	1	1	1	1	1	1	1	1	1
R_BRSUCCDEH	1	1	1	1	1	1	1	1	1	1	1
R_BRt_2pp	1	1	1	1	1	1	1	1	1	1	1
R_BRtex	1	1	1	1	1	1	1	1	1	1	1
R_BTCOAD2	1	1	1	1	1	1	1	1	1	1	1
R_BTCOADm	1	1	1	1	1	1	1	1	1	1	1
R_BTCSYN1	1	1	1	1	1	1	1	1	1	1	1
R_BTCSYN2	1	1	1	1	1	1	1	1	1	1	1
R_BTS	1	1	1	1	1	1	1	1	1	1	1
R_BTS5	1	1	1	1	1	1	1	1	1	1	1
R_BUDPP1	1	1	1	0	1	1	1	0	1	1	1
R_BUPN	1	1	1	0	1	1	1	0	1	1	1
R_BUTSO3abcpp	1	1	1	1	1	1	1	1	1	1	1
R_BUTSO3tex	1	1	1	1	1	1	1	1	1	1	1
R_BUTt2rpp	1	1	1	1	1	1	1	1	1	1	1
R_BUTtex	1	1	1	1	1	1	1	1	1	1	1
R_BZ12DOX	1	1	1	0	1	1	1	0	1	0	1
R_BZALDD2	1	0	1	1	0	1	1	1	0	1	1
R_BZALDD3	1	0	1	1	0	1	1	1	0	1	1
R_BZALDD4	1	0	1	1	0	1	1	1	0	1	1
R_BZALDD5	1	0	1	1	0	1	1	1	0	1	1
R_BZDH	1	0	1	1	0	1	1	1	0	1	1
R_BZDHy	1	1	1	1	1	1	1	1	1	1	1
R_BZOTCOA	1	1	1	1	1	1	1	1	1	1	1
R_BZOTD1	1	1	1	0	1	1	1	0	1	0	1
R_BZOTD1p	1	1	1	0	1	1	1	0	1	0	1
R_BZOTD3	1	1	1	0	1	1	1	0	1	0	1
R_BZOTD4	1	1	1	0	1	1	1	0	1	0	1
R_BZOTD5	1	1	1	0	1	1	1	0	1	0	1
R_BZOTD7	1	1	1	0	1	1	1	0	1	0	1
R_Berbteff	1	1	1	1	1	1	1	1	1	1	1
R_Berbtex	1	1	1	1	1	1	1	1	1	1	1
R_C23DDT1	0	0	0	0	0	0	0	1	0	0	0
R_C23DDTp	0	0	0	0	0	0	0	1	0	0	0
R_C6HSLS	1	1	1	1	1	0	1	1	1	1	1
R_C8HSLS	1	1	1	1	1	0	1	1	1	1	1
R_CANAt2pp	1	1	1	1	1	0	1	1	1	1	1
R_CARHM1	1	1	1	1	1	1	1	1	1	1	1
R_CARMDC	1	1	1	1	1	1	1	1	1	1	1
R_CAT	1	1	1	1	1	1	1	1	1	1	1
R_CAT23DOX	0	0	0	1	0	0	0	1	0	0	0
R_CATCHDG1	1	1	1	0	1	1	1	0	0	0	1
R_CATCHDG2	1	1	1	0	1	1	1	0	0	0	1
R_CATCHDG3	1	1	1	0	1	1	1	0	0	0	1
R_CATCHDG4	1	1	1	0	1	1	1	0	0	0	1
R_CATCHDG5	1	1	1	0	1	1	1	0	0	0	1
R_CATCHDG6	1	1	1	0	1	1	1	0	0	0	1
R_CATCHDG7	1	1	1	0	1	1	1	0	0	0	1
R_CATECHOLtex	1	1	1	1	1	1	1	1	1	1	1
R_CATECHOLtpp	1	1	1	1	1	1	1	1	1	1	1
R_CATpp	1	1	1	1	1	1	1	1	1	1	1
R_CBIAT	1	1	1	1	1	1	1	1	1	1	1
R_CBItonex	1	1	1	1	1	1	1	1	1	1	1
R_CBIuabcpp	1	1	1	1	1	1	1	1	1	1	1
R_CBL1abcpp	1	1	1	1	1	1	1	1	1	1	1
R_CBL1tonex	1	1	1	1	1	1	1	1	1	1	1
R_CBLAT	1	1	1	1	1	1	1	1	1	1	1
R_CBPS	1	1	1	1	1	1	1	1	1	1	1
R_CCGS	1	1	1	1	1	1	1	1	1	1	1
R_CCHCCOAL	1	0	1	0	1	1	0	0	0	0	1
R_CCPPCCOAL	1	1	1	1	1	1	1	1	1	1	1
R_CD2abcpp	1	0	1	1	1	1	1	1	1	1	1
R_CD2t3pp	1	1	1	1	1	1	1	1	1	1	1
R_CD2t4pp	1	1	1	1	1	1	1	1	1	1	1
R_CD2teff_e	1	1	1	1	1	1	1	1	1	1	1
R_CD2tex	1	1	1	1	1	1	1	1	1	1	1
R_CD2tpp	1	1	1	1	1	1	1	1	1	1	1
R_CDGR	1	1	1	1	1	1	1	1	1	1	1
R_CDGS	1	1	1	1	1	1	1	1	1	1	1
R_CDGUNPD	1	1	1	1	1	1	1	1	1	1	1
R_CDPMEK	1	1	1	1	1	1	1	1	1	1	1
R_CFAS160E	1	1	1	1	1	1	1	1	1	1	1
R_CFAS160G	1	1	1	1	1	1	1	1	1	1	1
R_CFAS180E	1	1	1	1	1	1	1	1	1	1	1
R_CFAS180G	1	1	1	1	1	1	1	1	1	1	1
R_CGLYabcpp	1	1	1	1	1	1	1	1	1	1	1
R_CHLabcpp	1	1	1	1	1	1	1	1	1	1	1
R_CHLt3pp	0	0	0	0	0	0	1	0	0	0	0
R_CHLtex	1	1	1	1	1	1	1	1	1	1	1
R_CHOLD	1	1	1	1	1	1	1	1	1	1	1
R_CHORM	1	1	1	1	1	1	1	1	1	1	1
R_CHORS	1	1	1	1	1	1	1	1	1	1	1
R_CHRPL	1	1	1	1	1	1	1	1	1	1	1
R_CHTBSabcpp	1	1	1	1	1	1	1	1	1	1	1
R_CHTBStex	1	1	1	1	1	1	1	1	1	1	1
R_CHTNASEe	1	1	1	1	1	1	1	1	1	1	1
R_CHTNDA	1	1	1	1	1	1	1	1	1	1	1
R_CINNDO	1	1	0	1	0	1	1	1	0	1	1
R_CITL	1	1	1	1	1	1	1	1	1	1	1
R_CITNCL	1	1	1	1	1	1	1	1	1	1	1
R_CITR_Ltex	1	1	1	1	1	1	1	1	1	1	1
R_CITRabcpp	1	1	1	1	1	1	1	1	1	1	1
R_CITt_kt	1	1	1	1	1	1	1	1	1	1	1
R_CITtex	1	1	1	1	1	1	1	1	1	1	1
R_CITtpp	1	1	1	1	1	1	1	1	1	1	1
R_CITtupp	1	1	1	1	1	1	1	1	1	1	1
R_CLPNS120pp	1	1	1	1	1	1	1	1	1	1	1
R_CLPNS140pp	1	1	1	1	1	1	1	1	1	1	1
R_CLPNS141pp	1	1	1	1	1	1	1	1	1	1	1
R_CLPNS160pp	1	1	1	1	1	1	1	1	1	1	1
R_CLPNS161pp	1	1	1	1	1	1	1	1	1	1	1
R_CLPNS180pp	1	1	1	1	1	1	1	1	1	1	1
R_CLPNS181pp	1	1	1	1	1	1	1	1	1	1	1
R_CLt3_2pp	1	1	1	1	1	1	1	1	1	1	1
R_CLtex	1	1	1	1	1	1	1	1	1	1	1
R_CMBLD2	1	1	1	1	1	1	1	1	1	1	1
R_CMBLD4	1	1	1	1	1	1	1	1	1	1	1
R_CMCBTFabcpp	0	1	0	0	0	1	1	0	1	0	1
R_CMCMSAD	0	0	0	1	0	0	0	1	0	0	0
R_CMt2ex	1	1	1	1	1	1	1	1	1	1	1
R_CMtex	1	1	1	1	1	1	1	1	1	1	1
R_CMtpp	1	1	1	1	1	1	1	1	1	1	1
R_CO2tex	1	1	1	1	1	1	1	1	1	1	1
R_CO2tpp	1	1	1	1	1	1	1	1	1	1	1
R_COBALT2abcpp	1	0	1	1	1	1	1	1	1	1	1
R_COBALT2t3pp	1	1	1	1	1	1	1	1	1	1	1
R_COBALT2teff_e	1	1	1	1	1	1	1	1	1	1	1
R_COBALT2tex	1	1	1	1	1	1	1	1	1	1	1
R_COBALT2tpp	1	1	1	1	1	1	1	1	1	1	1
R_COBALTt4pp	1	1	1	1	1	1	1	1	1	1	1
R_COCHL	1	0	1	1	1	1	1	1	1	1	1
R_CODSCL5DA	1	0	1	1	1	1	1	1	1	1	1
R_COLIPAabcpp	1	1	1	1	1	1	1	1	1	1	1
R_CPC4MT	1	0	1	1	1	1	1	1	1	1	1
R_CPGNabcpp	0	0	0	0	0	0	0	0	1	0	0
R_CPH4S	1	1	1	1	1	1	1	1	1	1	1
R_CPMPS	1	1	1	1	1	1	1	1	1	1	1
R_CPOLDH	1	1	1	1	1	1	1	1	1	1	1
R_CPPPGO	1	1	1	1	1	1	1	1	1	1	1
R_CPPPGO2	1	1	1	1	1	1	1	1	1	1	1
R_CRNBTCT	1	1	1	1	1	1	1	1	1	1	1
R_CRNCBCT	1	1	1	1	1	1	1	1	1	1	1
R_CRNCDH	1	1	1	1	1	1	1	1	1	1	1
R_CRNDabcpp	0	0	0	1	0	0	0	1	0	0	0
R_CRNDt2rpp	1	1	1	1	1	1	1	1	1	1	1
R_CRNabcpp	0	0	0	1	0	0	0	1	0	0	0
R_CRNt2rpp	1	1	1	1	1	1	1	1	1	1	1
R_CRNtex	1	1	1	1	1	1	1	1	1	1	1
R_CRO2t3pp	0	0	0	0	0	1	0	0	0	1	1
R_CRO4t3pp	1	1	1	1	1	1	1	1	1	1	1
R_CRO4tex	1	1	1	1	1	1	1	1	1	1	1
R_CRO4tpc	1	1	1	1	1	1	1	1	1	1	1
R_CS	1	1	1	1	1	1	1	1	1	1	1
R_CSND	1	1	1	1	1	1	1	1	1	1	1
R_CTBTabcpp	0	0	0	1	0	0	0	1	0	0	0
R_CTBTt2rpp	1	1	1	1	1	1	1	1	1	1	1
R_CTBTtex	1	1	1	1	1	1	1	1	1	1	1
R_CTECOAI6	1	1	1	1	1	1	1	1	1	1	1
R_CTECOAI7	1	1	1	1	1	1	1	1	1	1	1
R_CTECOAI8	1	1	1	1	1	1	1	1	1	1	1
R_CTPS1	1	1	1	1	1	1	1	1	1	1	1
R_CTPS2	1	1	1	1	1	1	1	1	1	1	1
R_CU1O	1	1	1	1	1	1	1	1	1	1	1
R_CU1Opp	0	0	0	1	0	0	1	1	1	1	0
R_CU1abcpp	1	1	1	1	1	1	1	1	1	1	1
R_CU1abcpp_in	1	1	1	1	1	1	1	1	1	1	1
R_CU2_bd_CopA	0	0	0	1	0	0	1	1	1	1	0
R_CU2abcpp	1	0	1	1	1	1	1	1	1	1	1
R_CU2tex	1	1	1	1	1	1	1	1	1	1	1
R_CU2tpp	1	1	1	1	1	1	1	1	1	1	1
R_CURR	1	1	1	1	1	1	1	1	1	1	1
R_CUt2pp	1	1	1	1	1	1	1	1	1	1	1
R_CUt3	1	0	1	1	0	1	1	1	1	1	1
R_CUt3pp	1	0	1	1	1	1	1	1	1	1	1
R_CUtex	1	1	1	1	1	1	1	1	1	1	1
R_CYANST	1	1	1	1	1	1	1	1	1	1	1
R_CYANt2pp	1	1	1	1	1	1	1	1	1	1	1
R_CYNTAH	1	1	1	1	1	1	1	1	1	0	1
R_CYO1bc1	1	1	1	1	1	1	1	1	1	1	1
R_CYOCBB3_2pp	1	1	1	1	1	1	1	1	1	1	1
R_CYRDAAT	1	1	1	1	1	1	1	1	1	1	1
R_CYRDAR	1	1	1	1	1	1	1	1	1	1	1
R_CYSDS	1	1	1	1	1	1	1	1	1	1	1
R_CYSLYSL	1	1	1	1	1	1	1	1	1	1	1
R_CYSS	1	1	1	1	1	1	1	1	1	1	1
R_CYSTBL3	1	1	1	1	1	1	1	1	1	1	1
R_CYSTL	1	1	1	1	1	1	1	1	1	1	1
R_CYSTRS	1	1	1	1	1	1	1	1	1	1	1
R_CYSabcpp	1	1	1	1	1	1	1	1	1	1	1
R_CYStex	1	1	1	1	1	1	1	1	1	1	1
R_CYStpp	1	1	1	1	1	1	1	1	1	1	1
R_CYTBDpp	1	1	1	1	1	1	1	1	1	1	1
R_CYTBO3_4pp	1	1	1	1	1	1	1	1	1	1	1
R_CYTCO_4pp	1	1	1	1	1	1	1	1	1	1	1
R_CYTDH	1	1	1	1	0	0	1	1	1	0	0
R_CYTDtex	1	1	1	1	1	1	1	1	1	1	1
R_CYTK1	1	1	1	1	1	1	1	1	1	1	1
R_CYTK2	1	1	1	1	1	1	1	1	1	1	1
R_CYTOM	0	0	0	1	0	0	0	1	0	0	0
R_Canatex	1	1	1	1	1	1	1	1	1	1	1
R_Canatpc	1	1	1	1	1	1	1	1	1	1	1
R_D4DGCD	1	1	1	1	1	1	1	1	1	1	1
R_DAAD	1	1	1	1	1	1	1	1	1	1	1
R_DAAD2	1	1	1	1	1	1	1	1	1	1	1
R_DADA	1	1	1	1	1	1	1	1	1	1	1
R_DADK	1	1	1	1	1	1	1	1	1	1	1
R_DAGK120	1	1	1	1	1	1	1	1	1	1	1
R_DAGK140	1	1	1	1	1	1	1	1	1	1	1
R_DAGK141	1	1	1	1	1	1	1	1	1	1	1
R_DAGK160	1	1	1	1	1	1	1	1	1	1	1
R_DAGK161	1	1	1	1	1	1	1	1	1	1	1
R_DAGK180	1	1	1	1	1	1	1	1	1	1	1
R_DAGK181	1	1	1	1	1	1	1	1	1	1	1
R_DALAOX	0	0	0	0	0	0	0	0	1	0	0
R_DALAt2pp	1	1	1	1	1	1	1	1	1	1	1
R_DALAtex	1	1	1	1	1	1	1	1	1	1	1
R_DAPAL	1	0	1	0	1	1	0	0	0	1	1
R_DAPDC	1	1	1	1	1	1	1	1	1	1	1
R_DAPE	1	1	1	1	1	1	1	1	1	1	1
R_DASYN120	1	1	1	1	1	1	1	1	1	1	1
R_DASYN140	1	1	1	1	1	1	1	1	1	1	1
R_DASYN141	1	1	1	1	1	1	1	1	1	1	1
R_DASYN160	1	1	1	1	1	1	1	1	1	1	1
R_DASYN161	1	1	1	1	1	1	1	1	1	1	1
R_DASYN180	1	1	1	1	1	1	1	1	1	1	1
R_DASYN181	1	1	1	1	1	1	1	1	1	1	1
R_DATA3	1	1	1	1	1	1	1	1	1	1	1
R_DB4PS	1	1	1	1	1	1	1	1	1	1	1
R_DBTS	1	1	1	1	1	1	1	1	1	1	1
R_DCAHSLACtex	1	1	1	1	1	1	1	1	1	1	1
R_DCAtex	1	1	1	1	1	1	1	1	1	1	1
R_DCTPD	1	1	1	1	1	1	1	1	1	1	1
R_DCTPD2	1	1	1	1	1	1	1	1	1	1	1
R_DCTex	1	1	1	1	1	1	1	1	1	1	1
R_DDCAtexi	1	1	1	1	1	1	1	1	1	1	1
R_DDGALK	0	1	0	1	0	0	1	1	1	1	0
R_DDGLK	1	1	1	1	1	1	1	1	1	1	1
R_DDPA	1	1	1	1	1	1	1	1	1	1	1
R_DDPGALA	0	1	0	1	0	0	1	1	1	1	0
R_DESATPE160	1	1	1	1	1	1	1	1	1	1	1
R_DESATPG160	1	1	1	1	1	1	1	1	1	1	1
R_DGK1	1	1	1	1	1	1	1	1	1	1	1
R_DGLUISO	1	1	1	1	1	1	1	1	0	1	1
R_DGNSK	1	1	1	1	1	1	1	1	1	1	1
R_DGUNC	1	1	1	1	1	1	1	1	1	1	1
R_DHACOAH	1	1	1	1	1	1	1	1	1	1	1
R_DHAD1	1	1	1	1	1	1	1	1	1	1	1
R_DHAD2	1	1	1	1	1	1	1	1	1	1	1
R_DHAPtex	1	1	1	1	1	1	1	1	1	1	1
R_DHAtex	1	1	1	1	1	1	1	1	1	1	1
R_DHBSZ3FEabcpp	0	0	0	0	0	0	0	0	1	0	0
R_DHCINDO	1	1	1	1	1	1	1	1	1	1	1
R_DHCURR	1	1	1	1	1	1	1	1	1	1	1
R_DHDPRy	1	1	1	1	1	1	1	1	1	1	1
R_DHDPS	1	1	1	1	1	1	1	1	1	1	1
R_DHFR	1	1	1	1	1	1	1	1	1	1	1
R_DHFS	1	1	1	1	1	1	1	1	1	1	1
R_DHNCOAT	1	1	1	1	1	1	1	1	1	1	1
R_DHNPA2r	1	1	1	1	1	1	1	1	1	1	1
R_DHORD2	1	1	1	1	1	1	1	1	1	1	1
R_DHORTS	1	1	1	1	1	1	1	1	1	1	1
R_DHPDO	1	1	1	1	1	1	1	1	1	1	1
R_DHPM1	0	1	0	0	0	0	1	0	1	0	0
R_DHPM2	0	1	0	0	0	0	1	0	1	0	0
R_DHPPDA	1	1	1	1	1	1	1	1	1	1	1
R_DHPR	1	1	1	1	1	1	1	1	1	1	1
R_DHPS2	1	1	1	1	1	1	1	1	1	1	1
R_DHQS	1	1	1	1	1	1	1	1	1	1	1
R_DHQTi	1	1	1	1	1	1	1	1	1	1	1
R_DHRT_2mbcoa	1	1	1	1	1	1	1	1	1	1	1
R_DHRT_ibcoa	1	1	1	1	1	1	1	1	1	1	1
R_DHRT_ivcoa	1	1	1	1	1	1	1	1	1	1	1
R_DINSK	1	1	1	1	1	1	1	1	1	1	1
R_DKGLCNR1	1	0	1	1	1	1	1	1	0	1	1
R_DKGLCNR2x	1	1	1	1	1	1	1	1	1	1	1
R_DKGLCNR2y	1	1	1	1	1	1	1	1	1	1	1
R_DKGLUCK	1	1	1	1	1	1	1	1	0	1	1
R_DLYSAD	0	1	0	0	0	0	1	0	0	0	0
R_DMAPP_AMPIT	0	1	1	1	1	1	1	1	1	1	1
R_DMATT	1	1	1	1	1	1	1	1	1	1	1
R_DMGDH2	0	0	0	1	0	0	0	1	0	0	0
R_DMPO_LACCASE	1	0	1	1	1	1	1	1	1	1	1
R_DMPPS	1	1	1	1	1	1	1	1	1	1	1
R_DMQMT	1	1	1	1	1	1	1	1	1	1	1
R_DMSO2abcpp	1	1	1	1	1	1	1	1	1	1	1
R_DNAMTn2r	0	0	0	0	1	0	0	0	0	0	0
R_DNAd_no2r	1	1	1	1	1	1	1	1	1	1	1
R_DNAd_ohr	1	1	1	1	1	1	1	1	1	1	1
R_DNAdr	1	1	1	1	1	1	1	1	1	1	1
R_DNMPPA	1	1	1	1	1	1	1	1	1	1	1
R_DNTAep	1	1	1	1	1	1	1	1	1	1	1
R_DNTPPA	1	1	1	1	1	1	1	1	1	1	1
R_DOPACHRex	1	1	1	1	1	1	1	1	1	1	1
R_DOPAQNISO1ex	1	1	1	1	1	1	1	1	1	1	1
R_DOPDH	1	1	1	1	1	1	1	1	1	1	1
R_DOXRBCNtex	1	1	1	1	1	1	1	1	1	1	1
R_DOXRBCNtpp	1	1	1	1	1	1	1	1	1	1	1
R_DPCOAK	1	1	1	1	1	1	1	1	1	1	1
R_DPR	1	1	1	1	1	1	1	1	1	1	1
R_DRBK	1	1	1	1	1	1	1	1	1	1	1
R_DSBAO1	1	1	1	1	1	1	1	1	1	1	1
R_DSBCGT	1	1	1	1	1	1	1	1	1	1	1
R_DSBDR	1	1	1	1	1	1	1	1	1	1	1
R_DSERt2pp	1	0	1	0	1	1	0	0	1	1	1
R_DTMPK	1	1	1	1	1	1	1	1	1	1	1
R_DURAD	0	1	0	0	0	0	1	0	1	0	0
R_DURAD2	0	1	0	0	0	0	1	0	1	0	0
R_DURADx	0	1	0	0	0	0	1	0	1	0	0
R_DURIPP	1	0	1	1	1	1	0	1	0	1	1
R_DUTPDP	1	1	1	1	1	1	1	1	1	1	1
R_DXPRIi	1	1	1	1	1	1	1	1	1	1	1
R_DXPS	1	1	1	1	1	1	1	1	1	1	1
R_D_LACt2pp	1	1	1	1	1	1	1	1	1	1	1
R_D_LACtex	1	1	1	1	1	1	1	1	1	1	1
R_E4PD	1	1	1	1	1	1	1	1	1	1	1
R_E4PP	0	0	1	0	0	0	0	0	0	0	0
R_EAR100x	1	1	1	1	1	1	1	1	1	1	1
R_EAR120x	1	1	1	1	1	1	1	1	1	1	1
R_EAR121x	1	1	1	1	1	1	1	1	1	1	1
R_EAR140x	1	1	1	1	1	1	1	1	1	1	1
R_EAR141x	1	1	1	1	1	1	1	1	1	1	1
R_EAR160x	1	1	1	1	1	1	1	1	1	1	1
R_EAR161x	1	1	1	1	1	1	1	1	1	1	1
R_EAR180x	1	1	1	1	1	1	1	1	1	1	1
R_EAR181x	1	1	1	1	1	1	1	1	1	1	1
R_EAR40x	1	1	1	1	1	1	1	1	1	1	1
R_EAR60x	1	1	1	1	1	1	1	1	1	1	1
R_EAR80x	1	1	1	1	1	1	1	1	1	1	1
R_ECOAH1	1	1	1	1	1	1	1	1	1	1	1
R_ECOAH12	1	1	1	1	1	1	1	1	1	1	1
R_ECOAH2	1	1	1	1	1	1	1	1	1	1	1
R_ECOAH3	1	1	1	1	1	1	1	1	1	1	1
R_ECOAH4	1	1	1	1	1	1	1	1	1	1	1
R_ECOAH5	1	1	1	1	1	1	1	1	1	1	1
R_ECOAH6	1	1	1	1	1	1	1	1	1	1	1
R_ECOAH7	1	1	1	1	1	1	1	1	1	1	1
R_ECOAH8	1	1	1	1	1	1	1	1	1	1	1
R_EDA	1	1	1	1	1	1	1	1	1	1	1
R_EDD	1	1	1	1	1	1	1	1	1	1	1
R_EDTXS1	0	1	0	0	0	0	1	0	1	0	0
R_EDTXS5	1	1	1	1	1	1	1	1	1	1	1
R_EFE	1	0	1	1	1	1	1	1	1	1	1
R_EGMEACPR	1	1	1	1	1	1	1	1	1	1	1
R_ENCOAH3	1	1	1	1	1	1	1	1	1	1	1
R_ENCOAH5	1	1	1	1	1	1	1	1	1	1	1
R_ENCOAH6	1	1	1	1	1	1	1	1	1	1	1
R_ENCOAH7	1	1	1	1	1	1	1	1	1	1	1
R_ENDOGLAS	1	1	1	1	1	1	1	1	1	1	1
R_ENDOPGALUR_3u	1	1	1	1	1	1	1	1	1	1	1
R_ENNOOR	1	1	1	1	1	1	1	1	1	1	1
R_ENO	1	1	1	1	1	1	1	1	1	1	1
R_EPMEACPR	1	1	1	1	1	1	1	1	1	1	1
R_EPSbioS	1	1	1	1	1	1	1	1	1	1	1
R_EPStex	1	1	1	1	1	1	1	1	1	1	1
R_EPStpp	1	1	1	1	1	1	1	1	1	1	1
R_ESTLP	1	1	1	1	1	1	1	1	1	1	1
R_ETFDH	1	1	1	1	1	1	1	1	1	1	1
R_ETHAAL	1	1	1	1	1	1	1	1	1	1	1
R_ETHAtex	1	1	1	1	1	1	1	1	1	1	1
R_ETHSO3abcpp	1	1	1	1	1	1	1	1	1	1	1
R_ETHSO3tex	1	1	1	1	1	1	1	1	1	1	1
R_ETLEtex	1	1	1	1	1	1	1	1	1	1	1
R_ETLEtpp	1	1	1	1	1	1	1	1	1	1	1
R_EXOGLAS	1	1	1	1	1	1	1	1	0	1	1
R_EXOPGALUR_1u	1	1	1	1	1	1	1	1	1	1	1
R_EXOPGALUR_2u	1	1	1	1	1	1	1	1	1	1	1
R_EXOPP	1	1	1	1	1	1	1	1	1	1	1
R_Escltteff	1	1	1	1	1	1	1	1	1	1	1
R_Esclttex	1	1	1	1	1	1	1	1	1	1	1
R_F1PP	0	0	1	0	0	0	0	0	0	0	0
R_F6PP	0	0	1	0	0	0	0	0	0	0	0
R_FACOAL100t2pp	1	1	1	1	1	1	1	1	1	1	1
R_FACOAL120t2pp	1	1	1	1	1	1	1	1	1	1	1
R_FACOAL140t2pp	1	1	1	1	1	1	1	1	1	1	1
R_FACOAL141t2pp	1	1	1	1	1	1	1	1	1	1	1
R_FACOAL160t2pp	1	1	1	1	1	1	1	1	1	1	1
R_FACOAL161t2pp	1	1	1	1	1	1	1	1	1	1	1
